order_id,customer_id,product_id,order_date,quantity
158,819,262,2025-06-04,7
159,246,61,2023-10-11,8
160,727,145,2023-11-21,3
161,163,59,2023-12-24,10
162,319,55,2023-09-14,10
163,565,255,2024-02-12,5
164,15,102,2024-03-07,10
165,566,103,2025-03-07,4
166,418,135,2023-10-05,9
167,96,268,2024-09-06,8
168,231,104,2024-08-01,5
169,862,184,2025-04-08,4
170,935,210,2024-09-18,1
171,117,152,2023-08-07,3
172,473,83,2024-12-09,8
173,970,21,2023-09-08,2
174,121,281,2025-05-11,7
175,664,255,2023-12-25,10
176,853,107,2023-09-14,4
177,158,247,2024-03-01,9
178,511,170,2024-10-18,6
179,956,121,2024-06-01,10
180,734,2,2025-04-05,8
181,299,7,2025-07-10,8
182,522,46,2025-04-07,8
183,723,57,2024-10-11,10
184,280,294,2024-11-06,1
185,426,253,2024-12-06,2
186,855,77,2024-03-22,5
187,495,47,2025-03-20,8
188,484,262,2025-06-23,6
189,250,39,2025-03-29,5
190,468,52,2024-06-23,7
191,565,132,2025-04-26,10
192,149,119,2024-11-26,3
193,393,234,2024-01-17,7
194,196,152,2023-10-30,4
195,944,136,2025-02-09,3
196,614,238,2024-10-30,10
197,521,26,2025-07-18,7
198,765,52,2024-09-21,8
199,901,90,2024-12-15,7
200,140,21,2025-03-06,3
201,885,149,2023-08-31,10
202,72,185,2023-08-16,2
203,283,161,2025-07-08,7
204,792,219,2024-08-04,1
205,809,60,2024-04-25,4
206,875,49,2025-02-24,3
207,425,24,2023-07-21,5
208,349,5,2025-03-14,9
209,957,71,2024-02-24,5
210,807,88,2023-12-30,2
211,520,169,2024-01-27,4
212,274,184,2025-03-06,8
213,841,225,2025-02-16,7
214,3,138,2023-12-23,9
215,290,48,2025-05-24,2
216,744,191,2024-12-16,6
217,306,176,2025-04-30,2
218,858,94,2024-12-24,2
219,602,59,2023-09-09,9
220,594,206,2024-08-13,6
221,676,205,2024-08-22,7
222,502,234,2024-08-30,8
223,887,140,2024-01-20,3
224,153,198,2024-05-02,5
225,458,245,2024-01-17,4
226,552,216,2024-08-16,9
227,496,86,2023-07-22,1
228,354,58,2025-05-14,8
229,341,68,2024-05-26,1
230,566,31,2024-12-12,2
231,782,82,2024-02-20,8
232,557,54,2025-01-03,7
233,387,214,2024-05-12,6
234,467,248,2025-02-24,7
235,956,292,2024-04-22,4
236,330,225,2024-09-06,7
237,891,93,2023-11-02,1
238,194,195,2025-06-08,1
239,715,184,2024-08-13,5
240,245,15,2025-07-16,2
241,586,67,2024-06-19,3
242,393,248,2024-12-23,6
243,240,250,2023-09-19,8
244,877,58,2023-12-26,8
245,795,211,2025-03-29,8
246,421,226,2024-10-19,2
247,45,24,2023-08-15,2
248,326,33,2024-12-22,9
249,763,134,2025-01-16,4
250,485,161,2025-02-11,8
251,723,7,2023-08-10,3
252,936,269,2025-05-23,8
253,831,296,2023-12-06,5
254,391,290,2024-11-10,3
255,396,115,2023-11-15,3
256,680,174,2025-07-18,1
257,812,266,2024-07-06,10
258,841,268,2024-12-31,2
259,668,49,2024-08-13,3
260,156,222,2023-12-02,5
261,508,128,2023-08-09,2
262,988,247,2025-01-06,9
263,38,178,2024-09-15,7
264,130,198,2023-11-28,3
265,515,77,2023-10-25,2
266,989,286,2025-03-28,1
267,605,28,2025-03-11,5
268,340,6,2024-06-05,3
269,891,81,2024-09-23,8
270,103,259,2025-06-08,6
271,896,241,2024-01-03,3
272,866,254,2025-07-12,4
273,451,85,2024-09-02,1
274,103,39,2024-06-17,9
275,539,252,2025-03-19,4
276,933,165,2025-04-18,8
277,468,124,2024-06-21,1
278,16,170,2024-03-01,9
279,740,143,2023-08-29,2
280,148,26,2023-07-27,7
281,420,260,2025-01-17,5
282,892,115,2024-05-02,8
283,671,282,2024-02-18,1
284,994,194,2023-12-25,10
285,159,207,2024-07-16,1
286,77,121,2023-10-09,1
287,481,41,2023-10-20,7
288,801,236,2024-12-09,4
289,993,228,2025-01-09,4
290,272,294,2024-03-19,6
291,347,230,2023-07-29,4
292,639,46,2025-03-30,4
293,710,256,2023-12-08,2
294,408,229,2025-05-23,1
295,666,162,2024-04-18,7
296,83,61,2024-09-24,1
297,873,255,2023-08-10,1
298,337,10,2024-03-06,6
299,873,53,2025-07-20,4
300,691,207,2025-05-22,2
301,880,212,2025-06-23,4
302,547,19,2024-04-02,2
303,390,286,2025-03-15,3
304,978,282,2024-02-26,3
305,325,1,2024-08-18,1
306,642,47,2025-04-15,7
307,736,156,2024-04-15,9
308,909,261,2023-08-21,2
309,778,288,2024-03-25,6
310,500,106,2025-01-11,6
311,894,234,2023-11-22,9
312,555,175,2023-10-13,4
313,37,187,2025-06-17,10
314,633,28,2024-08-29,4
315,71,115,2024-11-27,9
316,241,233,2025-04-10,7
317,647,170,2025-03-17,7
318,701,287,2023-12-09,2
319,944,243,2023-08-09,4
320,295,187,2024-06-25,4
321,233,232,2024-03-18,2
322,765,59,2024-08-30,6
323,93,50,2025-03-14,6
324,445,114,2025-02-22,3
325,101,2,2023-07-27,1
326,779,175,2023-08-12,7
327,649,182,2025-03-11,6
328,721,150,2025-05-06,1
329,894,281,2024-06-29,7
330,103,268,2024-12-14,4
331,455,192,2024-05-25,8
332,171,55,2023-11-26,4
333,711,24,2024-02-09,2
334,307,85,2023-12-28,5
335,926,253,2024-05-19,10
336,30,72,2024-01-24,6
337,48,210,2023-10-03,1
338,333,55,2024-03-05,2
339,816,131,2023-08-20,4
340,58,101,2024-05-11,7
341,301,97,2024-06-19,5
342,368,62,2024-08-06,10
343,384,202,2025-03-11,8
344,442,111,2023-11-02,2
345,150,235,2024-10-13,9
346,251,98,2024-02-11,10
347,544,174,2024-02-28,3
348,422,56,2025-05-11,5
349,580,213,2024-07-11,2
350,699,24,2024-05-06,10
351,812,64,2023-09-12,6
352,185,231,2024-03-05,7
353,175,235,2024-05-03,3
354,180,259,2023-10-09,6
355,81,69,2024-03-19,3
356,625,256,2024-12-23,6
357,892,3,2024-07-21,8
358,392,272,2023-10-03,2
359,635,25,2025-05-24,6
360,700,284,2024-06-11,1
361,247,222,2024-12-01,10
362,510,300,2024-02-09,10
363,935,248,2024-06-29,8
364,598,261,2024-11-07,7
365,147,91,2024-07-14,9
366,238,297,2024-01-05,4
367,473,89,2024-11-29,9
368,654,66,2024-09-22,10
369,261,54,2025-07-05,1
370,471,199,2023-12-04,4
371,262,165,2024-12-22,1
372,683,259,2025-02-26,10
373,10,197,2025-01-24,2
374,921,215,2023-12-12,5
375,824,128,2023-11-18,4
376,477,141,2023-11-23,7
377,923,204,2024-08-29,4
378,295,176,2024-03-23,10
379,694,151,2024-11-30,2
380,560,232,2024-01-27,1
381,162,69,2023-10-20,3
382,76,71,2023-08-29,6
383,453,212,2023-09-15,8
384,968,263,2024-09-23,5
385,354,154,2024-08-30,4
386,602,281,2025-04-25,3
387,307,161,2024-04-13,7
388,655,284,2024-09-05,4
389,986,112,2024-04-02,1
390,435,103,2024-07-18,4
391,707,108,2025-03-24,10
392,257,149,2023-10-22,8
393,468,177,2025-06-03,6
394,866,68,2024-05-13,3
395,310,92,2025-02-21,5
396,204,258,2025-05-08,6
397,394,278,2024-04-29,1
398,874,166,2024-12-26,9
399,495,60,2025-01-20,7
400,110,181,2024-04-08,5
401,243,288,2023-11-20,1
402,391,246,2024-03-13,4
403,586,299,2024-02-20,6
404,368,293,2024-06-19,6
405,589,214,2023-09-17,4
406,303,274,2024-04-29,4
407,717,147,2024-02-29,9
408,303,217,2024-08-11,1
409,23,7,2025-07-10,4
410,850,268,2024-12-13,4
411,675,55,2024-06-15,10
412,406,13,2025-05-16,7
413,282,196,2024-08-23,9
414,9,75,2024-10-05,6
415,580,28,2023-12-13,3
416,886,29,2025-06-20,8
417,703,103,2025-04-05,1
418,797,137,2023-12-02,2
419,763,83,2024-10-04,8
420,997,147,2023-08-02,2
421,51,129,2023-08-12,4
422,933,75,2024-04-04,1
423,621,32,2024-02-21,3
424,764,152,2024-03-17,4
425,509,105,2024-06-27,3
426,853,278,2024-06-19,2
427,926,17,2023-09-01,3
428,925,184,2024-05-01,10
429,294,232,2024-04-09,9
430,795,53,2025-05-24,4
431,819,288,2025-03-07,4
432,236,115,2024-08-10,9
433,622,288,2025-04-18,2
434,822,200,2025-02-06,7
435,361,122,2025-02-02,8
436,225,262,2024-07-27,5
437,652,148,2024-02-02,3
438,195,25,2024-12-30,4
439,636,196,2025-07-07,4
440,257,199,2024-03-19,7
441,695,214,2025-03-09,3
442,774,161,2025-02-09,10
443,739,283,2025-04-18,4
444,786,28,2025-01-08,5
445,676,7,2023-10-29,5
446,698,129,2023-09-05,10
447,859,104,2025-01-23,8
448,141,227,2024-08-04,4
449,644,116,2025-01-17,5
450,100,189,2024-04-14,8
451,926,280,2025-01-19,2
452,643,101,2023-08-23,6
453,662,100,2025-05-01,7
454,41,151,2025-01-07,7
455,317,230,2024-07-02,3
456,808,91,2024-09-09,8
457,452,39,2025-06-03,8
458,35,96,2024-09-16,7
459,594,89,2023-09-20,9
460,374,264,2025-07-03,10
461,750,62,2023-10-23,7
462,135,194,2024-10-01,3
463,93,21,2024-12-12,8
464,932,220,2025-05-09,1
465,303,143,2023-08-06,7
466,335,285,2024-01-08,7
467,766,136,2025-06-17,2
468,426,67,2023-09-23,5
469,180,83,2025-01-06,10
470,206,300,2024-02-28,9
471,136,131,2023-07-31,3
472,806,3,2024-07-05,9
473,553,170,2024-03-31,3
474,898,239,2024-09-01,5
475,995,80,2024-09-15,7
476,375,21,2024-05-11,8
477,544,79,2024-09-22,5
478,514,166,2025-01-15,8
479,936,27,2024-05-09,5
480,280,155,2023-12-24,7
481,851,252,2023-11-20,9
482,169,294,2023-09-20,10
483,264,282,2024-02-23,8
484,936,184,2025-05-18,2
485,845,38,2025-03-06,6
486,967,163,2024-04-15,3
487,494,270,2024-06-27,8
488,991,113,2024-12-17,4
489,826,95,2023-09-02,3
490,303,267,2024-11-18,4
491,765,35,2024-09-03,1
492,892,259,2025-05-22,1
493,347,82,2025-02-17,9
494,824,213,2025-04-01,6
495,118,279,2025-02-01,8
496,480,275,2023-08-02,7
497,987,207,2024-08-29,7
498,78,48,2024-11-01,7
499,145,179,2024-08-07,6
500,773,114,2025-06-23,7
501,990,110,2024-11-09,8
502,232,170,2024-03-19,5
503,881,170,2024-01-19,10
504,693,185,2023-11-19,2
505,742,151,2024-04-26,7
506,691,112,2024-12-28,1
507,407,272,2024-01-25,2
508,991,244,2025-05-30,7
509,867,288,2024-11-18,10
510,824,5,2024-06-01,3
511,571,59,2023-09-28,4
512,375,178,2025-02-21,7
513,93,229,2025-05-12,5
514,810,124,2024-06-21,6
515,405,125,2024-05-18,9
516,15,21,2023-09-14,8
517,271,165,2023-07-26,6
518,550,196,2024-08-05,1
519,127,59,2024-11-04,7
520,466,198,2024-08-14,7
521,378,132,2024-11-07,4
522,689,277,2024-05-16,4
523,767,145,2023-10-05,8
524,689,13,2024-06-02,1
525,269,265,2025-03-02,6
526,599,192,2024-08-15,1
527,391,264,2024-12-13,3
528,843,261,2023-10-22,5
529,654,229,2024-11-07,10
530,963,250,2024-02-08,8
531,381,23,2023-08-27,3
532,111,152,2024-06-22,5
533,692,99,2024-07-14,4
534,240,165,2025-01-15,10
535,483,264,2024-06-12,10
536,26,43,2024-01-27,3
537,635,50,2025-04-13,1
538,906,86,2025-02-27,2
539,966,276,2025-01-26,2
540,575,274,2025-04-03,7
541,336,4,2025-06-04,7
542,938,34,2024-01-26,10
543,625,108,2024-03-05,2
544,227,110,2024-08-16,9
545,664,218,2024-05-28,4
546,65,54,2024-02-11,7
547,651,106,2023-11-30,3
548,844,276,2024-01-14,7
549,476,223,2024-08-20,5
550,932,37,2025-02-12,5
551,718,79,2024-08-30,9
552,310,13,2024-08-19,9
553,665,236,2024-11-25,7
554,419,170,2024-08-20,10
555,120,20,2024-05-08,5
556,144,45,2024-07-12,7
557,47,38,2023-09-14,2
558,969,28,2024-06-02,2
559,39,92,2024-10-30,10
560,312,129,2025-04-10,6
561,505,286,2024-05-04,3
562,119,37,2024-05-14,5
563,100,295,2024-08-28,4
564,241,117,2023-09-23,7
565,909,133,2024-03-21,5
566,551,209,2024-03-29,1
567,139,199,2025-07-05,3
568,398,231,2025-06-24,8
569,465,208,2024-09-14,1
570,380,222,2025-03-04,2
571,687,162,2025-05-28,2
572,973,9,2024-08-03,7
573,761,200,2025-05-25,9
574,714,61,2025-04-14,7
575,969,274,2023-12-04,5
576,554,4,2023-10-20,7
577,430,33,2023-11-18,3
578,602,300,2023-09-21,3
579,761,24,2024-12-31,6
580,745,38,2023-12-06,3
581,159,184,2024-04-08,3
582,907,258,2023-11-21,4
583,425,55,2025-01-29,8
584,671,149,2024-08-17,3
585,102,155,2023-09-11,9
586,854,45,2024-03-26,2
587,502,145,2025-07-02,8
588,631,225,2025-06-16,10
589,418,196,2024-01-18,4
590,962,203,2024-06-01,3
591,975,16,2024-08-04,4
592,287,243,2023-09-17,1
593,34,81,2023-11-23,3
594,707,274,2024-07-25,4
595,380,113,2025-03-30,5
596,223,70,2024-10-17,7
597,455,201,2024-04-09,8
598,456,280,2023-11-27,10
599,974,152,2024-07-25,2
600,242,74,2024-07-29,3
601,876,153,2024-09-16,2
602,372,192,2024-05-19,5
603,102,6,2025-02-18,2
604,703,284,2024-11-29,7
605,377,285,2025-02-01,2
606,558,73,2023-08-15,5
607,924,64,2023-12-10,2
608,661,22,2023-11-15,6
609,368,3,2024-02-10,1
610,63,294,2025-07-08,10
611,408,202,2024-12-22,4
612,283,276,2025-06-13,8
613,195,281,2024-05-23,8
614,992,44,2023-11-23,2
615,126,157,2024-11-11,1
616,972,108,2024-04-02,1
617,869,177,2025-05-04,5
618,844,109,2024-12-20,1
619,466,212,2024-03-05,10
620,94,263,2024-06-23,1
621,679,73,2023-12-30,2
622,218,83,2024-05-23,4
623,658,95,2024-11-28,9
624,655,114,2025-01-25,1
625,612,130,2024-05-05,7
626,995,100,2024-02-23,10
627,22,59,2024-05-18,9
628,52,93,2024-02-01,5
629,806,291,2024-11-05,8
630,342,28,2023-10-24,8
631,250,282,2024-12-05,6
632,129,237,2025-01-12,10
633,806,282,2024-04-13,7
634,579,38,2024-02-15,6
635,211,149,2024-01-02,6
636,71,35,2024-04-22,6
637,850,129,2024-12-20,6
638,784,51,2025-01-13,4
639,568,102,2024-08-05,6
640,213,298,2023-11-21,7
641,601,250,2024-06-18,7
642,222,170,2025-04-25,10
643,833,183,2025-07-02,1
644,891,66,2025-02-12,6
645,239,121,2024-10-08,6
646,337,52,2024-08-17,2
647,793,146,2024-07-08,1
648,152,36,2025-04-04,8
649,808,100,2024-05-18,7
650,923,163,2025-01-28,3
651,611,249,2023-09-13,1
652,3,231,2025-02-14,10
653,284,169,2025-04-30,2
654,880,157,2023-10-30,9
655,149,300,2025-02-16,5
656,134,79,2025-06-26,4
657,554,290,2025-05-16,6
658,257,291,2025-05-01,8
659,818,187,2024-05-12,10
660,179,162,2024-08-06,8
661,113,220,2024-01-20,9
662,677,87,2024-11-18,7
663,888,3,2025-02-20,4
664,27,161,2024-01-01,1
665,135,127,2024-04-01,6
666,16,114,2024-05-11,1
667,367,224,2025-06-06,6
668,809,142,2023-12-03,1
669,808,185,2023-10-09,6
670,244,69,2025-01-09,8
671,603,170,2023-09-09,4
672,332,246,2024-09-20,10
673,17,237,2024-05-26,8
674,179,229,2024-04-12,7
675,272,184,2024-02-14,10
676,54,157,2024-03-30,2
677,130,250,2023-12-25,6
678,760,283,2025-03-28,7
679,432,56,2024-11-02,8
680,539,90,2025-06-14,2
681,117,42,2023-12-22,7
682,764,144,2024-05-09,5
683,66,72,2025-01-31,10
684,488,276,2025-05-18,4
685,460,101,2024-09-16,3
686,797,135,2024-02-05,9
687,371,40,2024-09-09,10
688,526,39,2024-09-05,9
689,608,10,2024-09-16,1
690,112,260,2025-02-16,3
691,463,16,2024-01-01,8
692,516,298,2024-12-11,2
693,227,297,2023-08-23,5
694,969,208,2024-07-13,9
695,630,109,2024-08-02,8
696,45,19,2024-01-13,3
697,745,283,2024-02-01,8
698,803,134,2024-09-03,2
699,931,279,2025-05-14,8
700,888,277,2025-05-25,9
701,675,242,2024-08-09,4
702,534,77,2025-03-03,4
703,309,188,2025-02-22,4
704,470,201,2023-11-21,3
705,659,115,2025-07-14,2
706,988,149,2025-01-26,2
707,32,69,2024-09-13,7
708,63,238,2023-11-22,1
709,491,257,2024-09-27,3
710,868,262,2023-10-21,6
711,412,47,2023-08-02,7
712,437,204,2023-08-19,5
713,703,187,2023-12-16,4
714,111,258,2025-03-16,5
715,503,6,2024-06-26,8
716,730,123,2024-06-16,2
717,932,85,2025-01-04,3
718,455,264,2024-02-04,9
719,76,72,2025-03-12,8
720,921,229,2024-01-22,2
721,83,82,2024-07-07,6
722,330,92,2024-03-30,4
723,623,290,2024-09-02,10
724,152,290,2023-12-08,10
725,68,75,2025-07-15,2
726,130,248,2024-02-10,6
727,282,184,2025-06-19,7
728,640,21,2025-05-23,7
729,649,113,2024-12-26,9
730,600,250,2024-09-09,7
731,562,119,2025-02-04,4
732,730,33,2023-09-24,4
733,333,136,2023-10-25,5
734,391,190,2024-01-05,2
735,612,120,2024-10-26,5
736,544,22,2024-05-28,2
737,302,106,2025-02-25,2
738,465,266,2025-04-05,2
739,518,185,2024-07-14,6
740,620,199,2024-08-08,10
741,441,241,2024-07-15,4
742,102,233,2023-10-27,2
743,813,24,2024-03-25,10
744,719,21,2023-09-19,6
745,118,166,2023-08-08,3
746,874,53,2024-08-11,6
747,671,267,2025-02-07,7
748,667,141,2024-12-06,10
749,899,135,2025-03-24,1
750,788,297,2024-02-04,5
751,565,279,2025-05-18,1
752,739,292,2025-04-26,10
753,887,90,2024-12-17,9
754,221,193,2025-05-18,4
755,441,194,2023-10-14,7
756,463,188,2025-07-14,7
757,910,40,2024-04-08,6
758,234,265,2023-07-31,6
759,424,129,2024-10-12,3
760,348,193,2025-01-24,9
761,848,115,2024-08-23,10
762,465,265,2025-04-04,10
763,409,208,2025-03-19,4
764,426,181,2025-01-28,2
765,748,177,2024-05-13,7
766,98,250,2024-02-21,1
767,321,247,2024-05-30,9
768,438,4,2024-06-25,8
769,321,257,2023-10-11,6
770,682,72,2025-04-02,3
771,262,226,2024-05-12,5
772,384,85,2023-09-10,4
773,977,118,2023-12-01,8
774,157,40,2024-04-27,8
775,704,264,2024-11-14,3
776,946,144,2023-07-22,10
777,486,109,2025-04-16,5
778,69,77,2025-02-26,3
779,94,96,2025-05-28,1
780,852,81,2023-11-28,10
781,88,186,2025-05-17,6
782,96,61,2024-06-07,5
783,443,118,2023-11-17,9
784,99,213,2024-06-20,2
785,763,170,2025-07-18,5
786,757,59,2024-12-10,10
787,382,247,2025-02-05,8
788,832,246,2023-10-10,4
789,134,246,2024-03-23,8
790,570,108,2024-01-10,5
791,62,83,2024-10-23,7
792,601,211,2024-03-30,1
793,980,12,2023-12-20,6
794,576,125,2024-05-21,3
795,576,23,2024-11-03,4
796,338,66,2023-08-11,4
797,687,294,2024-01-09,1
798,126,83,2025-03-27,3
799,421,69,2024-03-26,8
800,363,263,2024-01-14,7
801,895,21,2024-02-14,5
802,682,294,2024-05-18,3
803,964,76,2023-07-30,1
804,769,29,2023-11-23,9
805,434,86,2024-11-06,7
806,889,133,2025-01-19,6
807,938,93,2025-01-13,7
808,739,265,2024-01-14,8
809,53,208,2023-08-09,6
810,992,289,2024-05-24,7
811,295,10,2024-10-15,7
812,615,146,2023-12-25,2
813,320,44,2024-12-22,9
814,361,111,2024-06-22,5
815,107,230,2024-05-17,5
816,592,242,2024-11-13,4
817,520,247,2024-12-03,9
818,218,88,2023-12-24,7
819,159,113,2024-05-12,2
820,673,211,2023-08-09,3
821,494,74,2024-01-13,6
822,230,299,2025-04-07,10
823,868,94,2025-05-04,1
824,111,262,2025-05-21,5
825,359,136,2023-11-13,8
826,866,86,2024-02-10,3
827,570,176,2024-09-08,10
828,377,233,2024-06-09,3
829,118,36,2025-06-16,8
830,781,118,2025-03-13,8
831,286,194,2023-09-16,5
832,588,198,2024-01-11,3
833,232,68,2024-01-29,4
834,827,56,2024-02-15,4
835,440,9,2024-09-30,4
836,866,104,2024-03-05,1
837,575,268,2024-08-07,6
838,998,259,2024-07-20,10
839,786,215,2023-11-25,2
840,839,77,2023-10-16,3
841,637,50,2024-02-29,7
842,629,91,2025-06-10,7
843,692,244,2024-12-29,3
844,659,20,2024-11-07,1
845,571,273,2024-01-14,2
846,27,258,2024-03-15,6
847,624,61,2024-10-31,8
848,952,48,2024-04-07,3
849,674,247,2024-07-08,1
850,850,67,2024-04-20,2
851,711,277,2025-02-09,9
852,274,1,2024-11-23,6
853,30,221,2025-04-09,10
854,185,268,2025-05-12,7
855,280,216,2024-04-11,3
856,720,190,2023-10-16,7
857,781,23,2023-09-19,4
858,317,272,2023-12-13,1
859,944,220,2024-02-13,2
860,348,118,2023-11-07,4
861,360,247,2025-01-26,7
862,7,196,2024-07-01,8
863,186,180,2025-04-29,5
864,891,295,2024-03-20,10
865,147,51,2024-09-29,3
866,580,218,2024-01-28,7
867,674,69,2024-09-26,2
868,411,131,2024-07-09,8
869,72,245,2024-01-18,7
870,146,120,2024-09-28,5
871,759,43,2025-03-03,8
872,649,146,2024-07-31,6
873,996,279,2024-06-07,1
874,32,210,2023-10-23,2
875,94,132,2024-06-28,2
876,765,97,2023-11-15,2
877,544,3,2024-08-23,2
878,221,4,2024-09-26,8
879,386,296,2024-04-21,9
880,430,268,2023-09-19,4
881,465,61,2024-05-19,1
882,350,267,2024-10-05,10
883,162,4,2025-05-22,10
884,379,193,2023-07-21,10
885,320,106,2024-09-21,8
886,739,162,2025-07-06,5
887,333,210,2024-08-24,2
888,796,186,2024-11-13,10
889,965,55,2024-09-15,3
890,582,80,2025-04-09,7
891,611,219,2025-01-22,8
892,87,300,2024-04-07,7
893,905,130,2024-02-06,5
894,54,134,2024-08-25,10
895,160,275,2024-10-11,3
896,162,217,2025-02-08,2
897,773,290,2023-10-02,6
898,633,188,2025-01-17,2
899,51,142,2024-05-05,9
900,691,204,2024-02-18,3
901,84,105,2025-05-16,7
902,279,212,2024-05-30,1
903,454,283,2025-06-23,7
904,678,286,2023-10-19,9
905,435,248,2024-06-26,9
906,498,92,2025-01-16,9
907,622,190,2024-09-21,8
908,453,287,2024-11-10,2
909,425,285,2025-04-05,9
910,280,248,2023-09-07,10
911,221,130,2025-02-26,9
912,774,158,2023-10-17,2
913,525,296,2023-08-14,4
914,117,177,2024-02-29,2
915,354,204,2023-12-20,3
916,441,71,2023-12-23,10
917,114,61,2024-06-24,3
918,291,118,2023-11-12,1
919,695,229,2024-09-23,9
920,695,83,2023-11-20,8
921,608,52,2025-05-21,6
922,499,110,2025-06-04,2
923,540,261,2025-02-27,1
924,684,206,2023-12-01,3
925,316,174,2023-08-10,10
926,47,282,2023-09-09,4
927,226,27,2025-04-02,3
928,405,83,2023-08-31,2
929,614,200,2024-11-07,9
930,57,3,2024-04-07,5
