"session_id","customer_id","product_id","view_date","duration_seconds"
387,904,220,"2024-06-28",49
388,756,93,"2025-04-04",112
389,891,95,"2024-08-25",79
390,431,196,"2025-01-29",189
391,665,220,"2024-12-12",71
392,895,138,"2023-10-17",213
393,370,262,"2023-08-12",230
394,364,159,"2024-07-31",164
395,635,56,"2023-09-09",148
396,634,270,"2023-11-05",75
397,962,201,"2024-10-12",100
398,771,50,"2025-01-16",93
399,595,160,"2024-07-28",51
400,78,198,"2024-05-31",222
401,965,83,"2023-12-15",202
402,981,281,"2024-11-22",34
403,612,265,"2023-10-12",186
404,389,120,"2024-12-26",94
405,845,207,"2024-07-27",102
406,423,112,"2024-09-29",265
407,600,172,"2025-07-11",57
408,454,276,"2024-10-17",145
409,416,31,"2025-04-23",285
410,63,192,"2023-10-31",235
411,759,106,"2023-12-19",43
412,189,103,"2025-03-02",152
413,142,45,"2025-07-16",97
414,203,185,"2024-06-12",16
415,388,43,"2023-10-02",118
416,282,103,"2024-12-26",167
417,314,40,"2024-01-08",238
418,586,101,"2025-06-30",260
419,727,177,"2024-08-24",235
420,588,221,"2024-02-09",117
421,813,59,"2024-10-18",66
422,818,56,"2025-06-22",95
423,356,228,"2023-07-25",134
424,703,3,"2024-05-25",30
425,107,84,"2024-02-12",153
426,868,249,"2024-06-17",130
427,297,260,"2023-09-18",269
428,241,149,"2025-06-28",201
429,462,244,"2024-11-25",114
430,683,97,"2025-06-07",197
431,5,153,"2025-05-08",80
432,756,158,"2025-02-23",122
433,276,234,"2024-04-28",39
434,202,296,"2025-02-20",256
435,909,99,"2023-11-07",178
436,697,229,"2023-09-07",184
437,258,88,"2025-05-05",109
438,998,90,"2025-02-09",116
439,159,117,"2025-02-09",244
440,304,57,"2024-10-18",107
441,622,248,"2024-03-01",157
442,107,195,"2025-05-28",252
443,873,39,"2023-11-15",244
444,429,209,"2024-06-27",226
445,160,286,"2024-06-24",116
446,441,83,"2023-11-23",36
447,203,88,"2025-04-19",227
448,123,178,"2024-11-19",168
449,510,268,"2024-03-17",279
450,480,280,"2024-08-30",187
451,481,175,"2023-11-29",265
452,783,268,"2024-06-08",78
453,279,140,"2023-07-29",237
454,726,101,"2024-11-30",225
455,923,62,"2024-03-13",187
456,280,111,"2024-02-15",158
457,152,161,"2024-10-23",203
458,186,254,"2024-02-24",39
459,149,156,"2025-04-03",181
460,102,8,"2025-06-19",288
461,879,271,"2024-06-03",296
462,191,230,"2024-12-10",255
463,697,158,"2024-05-04",117
464,309,229,"2024-04-07",19
465,135,141,"2025-03-21",130
466,991,15,"2025-05-02",256
467,662,232,"2025-05-03",266
468,111,100,"2025-01-21",169
469,830,245,"2024-12-30",275
470,734,78,"2025-07-03",57
471,814,295,"2024-11-03",142
472,605,215,"2024-01-01",164
473,862,54,"2025-06-03",69
474,492,250,"2024-06-20",295
475,197,178,"2025-06-23",273
476,997,209,"2024-10-11",107
477,526,175,"2023-11-03",214
478,95,225,"2024-06-01",277
479,685,249,"2024-11-17",244
480,751,293,"2024-11-18",214
481,895,29,"2023-08-08",63
482,822,198,"2024-11-05",15
483,699,64,"2023-08-27",240
484,591,260,"2023-07-28",165
485,29,125,"2023-12-31",17
486,939,149,"2025-07-19",167
487,239,135,"2025-06-15",207
488,264,77,"2024-12-23",45
489,455,169,"2024-09-14",55
490,209,64,"2024-08-26",182
491,107,45,"2023-11-22",185
492,465,260,"2024-06-14",191
493,335,20,"2024-10-25",54
494,104,162,"2025-01-07",27
495,33,134,"2024-08-25",257
496,678,171,"2025-04-07",158
497,181,161,"2025-07-10",284
498,606,40,"2024-10-03",67
499,951,300,"2024-01-27",292
500,375,65,"2023-09-29",271
501,554,149,"2024-12-31",210
502,243,54,"2024-08-05",200
503,747,189,"2025-03-09",58
504,573,67,"2024-03-03",49
505,335,264,"2024-08-27",195
506,16,222,"2024-08-11",289
507,519,122,"2025-03-22",275
508,754,160,"2025-05-18",19
509,211,281,"2024-12-10",37
510,241,129,"2024-02-06",254
511,173,4,"2024-02-04",41
512,486,35,"2023-10-07",262
513,104,219,"2025-04-22",229
514,25,45,"2024-09-06",69
515,306,232,"2024-03-25",238
516,322,25,"2024-08-11",9
517,213,195,"2024-02-24",45
518,754,129,"2023-09-13",100
519,979,61,"2023-10-02",217
520,331,156,"2023-08-06",264
521,90,157,"2024-04-01",114
522,989,167,"2024-06-28",64
523,223,109,"2024-10-19",187
524,326,126,"2025-06-30",212
525,666,253,"2025-06-14",91
526,437,179,"2024-01-10",138
527,750,92,"2024-02-11",100
528,207,11,"2023-08-03",35
529,689,50,"2024-08-04",204
530,726,185,"2025-02-24",29
531,302,196,"2024-01-24",196
532,231,49,"2025-01-27",40
533,68,142,"2024-03-06",54
534,714,223,"2024-03-24",211
535,451,56,"2025-07-04",251
536,987,195,"2024-05-20",218
537,80,153,"2023-09-06",10
538,620,40,"2023-08-25",180
539,690,180,"2024-01-31",141
540,987,243,"2024-09-17",131
541,648,117,"2024-01-23",175
542,990,97,"2025-03-15",82
543,67,244,"2024-06-08",212
544,916,218,"2023-11-20",287
545,390,266,"2025-07-15",69
546,236,139,"2025-06-01",39
547,953,4,"2025-04-19",157
548,826,46,"2024-05-14",234
549,201,104,"2024-09-27",47
550,778,137,"2024-11-22",5
551,357,37,"2024-01-30",72
552,268,252,"2024-10-27",131
553,457,260,"2024-06-08",93
554,644,36,"2024-08-15",259
555,88,8,"2025-01-20",58
556,719,3,"2024-05-25",21
557,368,250,"2023-07-24",247
558,893,57,"2025-01-19",131
559,267,294,"2023-08-05",69
560,887,192,"2024-05-31",179
561,217,247,"2024-03-16",236
562,249,53,"2025-04-16",192
563,960,154,"2024-10-27",76
564,655,177,"2024-08-21",66
565,649,53,"2025-01-08",97
566,519,160,"2024-10-16",127
567,968,299,"2025-01-11",23
568,922,184,"2025-01-17",108
569,171,51,"2025-02-13",158
570,332,144,"2025-03-18",265
571,310,299,"2025-03-31",293
572,111,184,"2024-06-01",36
573,497,168,"2024-12-24",171
574,821,273,"2023-11-19",214
575,421,97,"2024-11-10",133
576,558,278,"2025-04-22",109
577,586,250,"2025-03-16",46
578,988,109,"2023-09-15",231
579,145,197,"2025-06-30",75
580,706,282,"2024-06-12",45
581,691,19,"2025-04-28",34
582,151,240,"2025-03-19",148
583,34,90,"2024-06-13",207
584,408,202,"2023-08-23",112
585,946,219,"2023-12-04",39
586,553,40,"2024-08-13",41
587,137,265,"2024-07-07",273
588,584,26,"2023-11-30",202
589,970,274,"2024-06-03",237
590,661,132,"2024-05-25",13
591,607,124,"2024-04-29",39
592,924,267,"2024-12-30",294
593,744,266,"2024-09-18",280
594,261,36,"2025-06-08",258
595,350,196,"2024-08-22",278
596,792,277,"2024-01-11",112
597,565,160,"2024-01-21",184
598,705,272,"2025-03-25",15
599,43,72,"2024-02-22",168
600,178,240,"2025-01-22",159
601,952,87,"2024-12-16",156
602,525,101,"2023-09-05",190
603,954,12,"2025-06-14",102
604,311,17,"2025-03-10",60
605,355,234,"2023-10-15",285
606,472,9,"2024-09-23",59
607,122,160,"2025-05-12",118
608,691,198,"2024-07-07",53
609,571,142,"2023-12-22",81
610,428,129,"2023-11-13",188
611,587,175,"2023-11-04",154
612,978,2,"2024-10-14",231
613,704,121,"2025-06-08",6
614,103,12,"2023-12-13",300
615,775,4,"2023-07-28",260
616,578,194,"2025-04-29",103
617,680,2,"2024-12-08",136
618,660,134,"2024-07-26",57
619,527,184,"2024-06-03",125
620,996,64,"2024-02-26",188
621,88,25,"2025-01-11",15
622,438,262,"2024-09-15",180
623,762,43,"2025-03-22",147
624,181,263,"2025-03-06",8
625,379,246,"2023-10-28",235
626,965,119,"2025-07-16",215
627,301,109,"2024-07-30",135
628,612,28,"2024-12-27",252
629,620,15,"2024-03-22",61
630,201,91,"2023-12-01",289
631,110,253,"2024-07-16",201
632,943,194,"2023-08-20",71
633,310,123,"2024-10-02",143
634,330,72,"2024-02-01",103
635,255,234,"2024-08-31",214
636,748,94,"2023-11-13",285
637,429,86,"2024-01-11",61
638,347,106,"2025-02-04",102
639,103,255,"2024-06-20",50
640,206,114,"2025-05-24",156
641,223,219,"2024-08-05",175
642,943,166,"2024-05-30",124
643,530,31,"2023-09-26",149
644,990,135,"2024-10-30",288
645,445,107,"2024-06-22",9
646,114,75,"2023-12-22",244
647,806,198,"2025-03-20",73
648,229,23,"2025-02-01",16
649,425,170,"2024-07-23",230
650,478,300,"2023-11-14",277
651,709,25,"2025-01-10",133
652,298,134,"2025-01-27",182
653,870,238,"2024-06-17",270
654,396,120,"2024-09-08",146
655,84,183,"2025-05-11",173
656,442,108,"2023-10-30",279
657,103,168,"2024-05-22",159
658,440,73,"2025-04-24",32
659,846,85,"2025-03-08",95
660,12,215,"2024-03-14",72
661,327,188,"2024-10-21",87
662,280,134,"2023-08-20",232
663,247,106,"2025-07-16",252
664,232,27,"2025-02-17",198
665,464,177,"2024-01-11",7
666,699,108,"2024-02-20",71
667,21,289,"2023-12-20",54
668,496,240,"2024-10-05",288
669,771,98,"2024-12-22",32
670,685,157,"2024-05-01",221
671,813,190,"2024-10-24",227
672,711,50,"2024-11-19",253
673,852,100,"2023-11-30",69
674,243,178,"2025-05-16",176
675,392,223,"2024-02-12",95
676,481,152,"2024-08-09",234
677,81,75,"2023-10-04",103
678,131,216,"2023-09-07",150
679,511,31,"2024-08-02",135
680,718,195,"2025-05-03",143
681,266,32,"2025-06-24",184
682,496,14,"2025-02-03",67
683,5,288,"2025-07-16",24
684,428,235,"2024-02-11",212
685,621,81,"2024-07-02",230
686,771,240,"2025-05-17",255
687,937,131,"2024-04-17",157
688,875,6,"2024-10-22",78
689,384,161,"2025-06-02",38
690,987,46,"2024-11-08",8
691,246,133,"2024-07-28",290
692,824,125,"2023-10-25",103
693,80,59,"2025-01-30",12
694,179,199,"2025-03-30",217
695,111,149,"2024-09-13",111
696,465,47,"2024-01-15",146
697,809,36,"2023-09-12",156
698,542,46,"2024-11-27",107
699,835,103,"2025-05-28",255
700,785,223,"2024-04-22",57
701,610,188,"2024-06-19",14
702,310,215,"2025-04-02",270
703,877,159,"2024-12-09",136
704,1,26,"2024-08-07",90
705,679,81,"2023-11-12",174
706,704,185,"2024-03-07",232
707,398,148,"2024-10-02",182
708,637,89,"2024-02-21",143
709,789,220,"2024-05-11",99
710,462,21,"2025-04-08",122
711,144,22,"2025-06-27",240
712,609,212,"2023-11-30",127
713,437,66,"2024-05-18",177
714,458,277,"2025-03-12",112
715,145,295,"2024-11-14",137
716,875,94,"2025-05-26",294
717,54,86,"2025-06-03",238
718,280,97,"2024-02-10",69
719,92,267,"2025-07-18",164
720,568,133,"2025-03-31",272
721,441,105,"2023-11-23",219
722,174,185,"2024-03-13",271
723,628,237,"2025-03-09",265
724,201,97,"2023-09-28",104
725,67,276,"2023-10-29",89
726,631,164,"2025-04-09",87
727,775,294,"2024-06-25",175
728,109,154,"2024-10-03",118
729,661,189,"2024-11-10",177
730,387,288,"2025-05-31",18
731,911,290,"2023-09-14",99
732,455,86,"2025-02-10",98
733,566,80,"2025-03-31",234
734,948,167,"2025-03-01",233
735,907,33,"2023-10-10",138
736,648,248,"2025-05-25",207
737,464,143,"2025-06-05",8
738,322,249,"2024-08-15",103
739,762,165,"2025-06-03",122
740,707,91,"2024-12-28",270
741,959,139,"2025-05-19",135
742,572,228,"2025-07-03",256
743,395,235,"2024-12-26",61
744,707,182,"2025-02-12",117
745,265,204,"2024-01-29",249
746,504,188,"2023-11-19",9
747,988,162,"2025-01-29",178
748,265,53,"2025-05-11",275
749,15,84,"2023-10-09",257
750,910,264,"2024-11-15",256
751,798,263,"2023-08-23",176
752,905,171,"2024-11-02",76
753,120,224,"2023-10-25",88
754,623,104,"2025-06-28",98
755,841,275,"2023-10-26",47
756,148,97,"2023-09-07",87
757,654,220,"2024-07-06",28
758,373,252,"2024-03-05",22
759,353,209,"2025-04-09",161
760,253,217,"2024-05-27",11
761,899,178,"2024-12-21",81
762,124,233,"2024-04-11",114
763,464,30,"2024-09-09",148
764,998,108,"2025-03-05",73
765,343,42,"2023-07-23",29
766,335,2,"2024-08-28",101
767,819,41,"2023-11-17",120
768,2,86,"2024-05-23",284
769,267,66,"2024-02-23",250
770,401,37,"2023-10-30",112
771,859,126,"2023-10-20",288
772,106,115,"2025-03-16",159
773,445,265,"2023-08-14",195
774,115,253,"2024-02-01",112
775,303,183,"2025-04-11",188
776,723,108,"2024-07-07",21
777,240,135,"2024-07-08",32
778,555,92,"2024-12-23",69
779,866,38,"2024-06-09",54
780,751,155,"2024-02-06",165
781,925,148,"2024-02-25",215
782,953,262,"2025-01-07",127
783,279,110,"2023-11-21",283
784,51,172,"2024-10-25",106
785,233,148,"2025-05-08",211
786,618,170,"2025-05-22",198
787,894,233,"2024-07-24",217
788,478,148,"2024-07-24",294
789,129,289,"2024-08-29",148
790,866,260,"2024-10-16",101
791,388,270,"2025-05-23",213
792,489,119,"2025-05-24",178
793,345,218,"2024-11-06",264
794,289,267,"2025-03-14",197
795,354,103,"2023-11-17",160
796,451,288,"2025-05-27",41
797,429,66,"2025-02-20",300
798,839,186,"2025-03-08",250
799,604,78,"2024-03-01",282
800,648,191,"2024-02-06",169
801,59,147,"2024-06-25",63
802,596,111,"2024-01-03",117
803,302,19,"2024-02-02",163
804,92,99,"2023-09-27",155
805,265,175,"2025-05-12",166
806,133,128,"2023-09-13",169
807,365,174,"2025-04-23",131
808,957,89,"2025-04-03",87
809,676,33,"2025-01-04",204
810,771,181,"2024-02-15",259
811,64,33,"2024-02-24",259
812,632,251,"2025-02-18",102
813,362,101,"2023-08-13",256
814,402,147,"2024-01-08",166
815,202,195,"2023-08-24",164
816,419,216,"2024-12-07",84
817,694,11,"2024-03-10",282
818,749,222,"2025-02-18",112
819,58,273,"2025-04-06",50
820,224,294,"2025-06-16",262
821,522,290,"2025-05-09",283
822,339,78,"2023-07-30",273
823,662,131,"2025-04-15",206
824,330,241,"2024-01-10",60
825,165,53,"2023-09-29",208
826,520,184,"2025-01-28",219
827,774,244,"2025-02-08",209
828,536,165,"2024-06-19",122
829,191,213,"2024-11-09",129
830,195,54,"2024-03-22",158
831,119,9,"2024-05-26",99
832,964,280,"2024-12-01",267
833,216,24,"2024-08-24",22
834,153,40,"2023-12-21",46
835,633,20,"2023-08-25",54
836,635,110,"2025-04-19",178
837,438,11,"2024-02-10",137
838,498,84,"2024-01-24",62
839,525,92,"2024-06-29",199
840,222,53,"2024-10-02",266
841,916,72,"2023-10-13",93
842,843,108,"2025-05-29",156
843,881,299,"2024-05-04",242
844,317,174,"2024-06-30",238
845,208,187,"2025-06-12",7
846,956,55,"2025-06-24",187
847,368,92,"2024-12-06",137
848,549,50,"2024-08-14",298
849,717,214,"2024-12-11",63
850,700,263,"2024-12-05",41
851,688,115,"2025-06-23",138
852,374,70,"2024-04-12",21
853,633,98,"2024-11-29",224
854,593,79,"2023-12-08",195
855,111,285,"2024-11-15",143
856,893,182,"2025-02-15",257
857,622,133,"2024-12-01",208
858,475,51,"2024-01-04",185
859,904,135,"2024-04-15",53
860,794,65,"2024-11-16",97
861,478,85,"2024-12-29",222
862,420,210,"2024-06-06",252
863,254,119,"2025-06-29",145
864,525,69,"2023-11-20",13
865,371,212,"2025-01-18",239
866,525,66,"2023-08-19",187
867,954,59,"2023-09-26",120
868,402,152,"2023-09-13",183
869,721,136,"2024-04-24",56
870,821,164,"2025-04-11",107
871,674,104,"2025-06-07",267
