order_id,customer_id,product_id,quantity,order_date
ORD10066,CUST1035,PROD1008,1,2024-08-20
ORD10067,CUST1407,PROD1032,2,2024-05-23
ORD10068,CUST1222,PROD1024,5,2023-06-02
ORD10069,CUST1005,PROD1013,4,2024-05-28
ORD10070,CUST1321,PROD1010,5,2024-05-17
ORD10071,CUST1467,PROD1034,3,2025-05-03
ORD10072,CUST1219,PROD1040,1,2025-06-19
ORD10073,CUST1074,PROD1013,3,2025-02-10
ORD10074,CUST1003,PROD1029,4,2024-11-06
ORD10075,CUST1334,PROD1040,3,2023-01-06
ORD10076,CUST1133,PROD1003,5,2024-05-14
ORD10077,CUST1117,PROD1003,3,2024-10-22
ORD10078,CUST1368,PROD1027,4,2024-12-17
ORD10079,CUST1093,PROD1007,4,2023-04-28
ORD10080,CUST1485,PROD1001,4,2024-04-29
ORD10081,CUST1434,PROD1040,5,2024-08-23
ORD10082,CUST1061,PROD1045,4,2024-10-27
ORD10083,CUST1440,PROD1021,1,2024-11-09
ORD10084,CUST1193,PROD1040,4,2024-04-12
ORD10085,CUST1334,PROD1015,3,2023-06-10
ORD10086,CUST1202,PROD1028,3,2023-09-27
ORD10087,CUST1391,PROD1048,3,2023-02-25
ORD10088,CUST1025,PROD1047,5,2023-08-16
ORD10089,CUST1434,PROD1029,3,2025-04-28
ORD10090,CUST1172,PROD1011,5,2023-05-29
ORD10091,CUST1299,PROD1034,5,2023-02-15
ORD10092,CUST1132,PROD1010,4,2023-05-24
ORD10093,CUST1325,PROD1045,1,2025-01-19
ORD10094,CUST1409,PROD1049,4,2025-02-22
ORD10095,CUST1117,PROD1020,4,2024-09-23
ORD10096,CUST1323,PROD1020,5,2023-12-06
ORD10097,CUST1274,PROD1004,5,2024-02-17
ORD10098,CUST1211,PROD1047,3,2025-01-01
ORD10099,CUST1224,PROD1019,3,2024-06-03
ORD10100,CUST1019,PROD1036,4,2023-12-10
ORD10101,CUST1112,PROD1002,2,2024-01-22
ORD10102,CUST1139,PROD1043,2,2024-04-17
ORD10103,CUST1046,PROD1032,3,2023-10-02
ORD10104,CUST1000,PROD1008,2,2023-12-19
ORD10105,CUST1089,PROD1008,3,2023-03-07
ORD10106,CUST1141,PROD1003,5,2023-03-20
ORD10107,CUST1319,PROD1034,4,2024-08-20
ORD10108,CUST1037,PROD1016,1,2024-09-27
ORD10109,CUST1292,PROD1033,4,2023-07-21
ORD10110,CUST1381,PROD1023,3,2024-10-23
ORD10111,CUST1138,PROD1031,3,2024-07-11
ORD10112,CUST1355,PROD1000,4,2023-04-23
ORD10113,CUST1332,PROD1007,3,2023-04-01
ORD10114,CUST1490,PROD1044,2,2023-05-21
ORD10115,CUST1258,PROD1022,2,2023-10-16
ORD10116,CUST1160,PROD1046,3,2025-06-19
ORD10117,CUST1389,PROD1039,3,2024-12-30
ORD10118,CUST1177,PROD1011,2,2024-08-11
ORD10119,CUST1009,PROD1011,3,2024-02-15
ORD10120,CUST1260,PROD1045,3,2024-01-12
ORD10121,CUST1406,PROD1046,4,2024-01-19
ORD10122,CUST1137,PROD1014,1,2025-04-25
ORD10123,CUST1171,PROD1040,2,2023-06-01
ORD10124,CUST1385,PROD1018,4,2025-04-14
ORD10125,CUST1012,PROD1025,1,2025-01-20
ORD10126,CUST1167,PROD1028,3,2024-09-18
ORD10127,CUST1129,PROD1021,3,2023-11-15
ORD10128,CUST1083,PROD1039,4,2024-01-04
ORD10129,CUST1320,PROD1020,3,2024-08-28
ORD10130,CUST1318,PROD1037,5,2024-07-13
ORD10131,CUST1100,PROD1019,4,2024-12-03
ORD10132,CUST1328,PROD1028,1,2024-04-06
ORD10133,CUST1272,PROD1003,4,2023-01-12
ORD10134,CUST1264,PROD1006,2,2023-06-05
ORD10135,CUST1458,PROD1027,4,2024-11-14
ORD10136,CUST1398,PROD1027,3,2024-04-21
ORD10137,CUST1407,PROD1003,3,2024-02-05
ORD10138,CUST1037,PROD1021,5,2025-03-18
ORD10139,CUST1418,PROD1011,5,2023-06-26
ORD10140,CUST1093,PROD1044,5,2023-12-07
ORD10141,CUST1094,PROD1002,1,2023-02-26
ORD10142,CUST1304,PROD1021,5,2025-05-04
ORD10143,CUST1068,PROD1043,1,2025-05-01
ORD10144,CUST1317,PROD1001,5,2024-03-23
ORD10145,CUST1443,PROD1023,1,2023-07-22
ORD10146,CUST1235,PROD1033,4,2024-11-27
ORD10147,CUST1433,PROD1026,4,2024-09-24
ORD10148,CUST1333,PROD1040,3,2025-01-07
ORD10149,CUST1372,PROD1000,1,2023-07-21
ORD10150,CUST1375,PROD1007,2,2023-11-26
ORD10151,CUST1458,PROD1022,3,2023-12-29
ORD10152,CUST1136,PROD1037,4,2025-06-10
ORD10153,CUST1417,PROD1005,1,2024-03-29
ORD10154,CUST1075,PROD1021,5,2023-12-22
ORD10155,CUST1482,PROD1024,2,2023-08-04
ORD10156,CUST1034,PROD1017,4,2024-07-08
ORD10157,CUST1000,PROD1016,3,2025-06-05
ORD10158,CUST1295,PROD1011,1,2023-01-23
ORD10159,CUST1319,PROD1005,2,2023-06-04
ORD10160,CUST1405,PROD1025,1,2023-07-05
ORD10161,CUST1059,PROD1026,5,2023-09-06
ORD10162,CUST1319,PROD1007,3,2025-01-18
ORD10163,CUST1348,PROD1018,1,2025-03-15
ORD10164,CUST1327,PROD1041,4,2023-05-14
ORD10165,CUST1266,PROD1000,3,2023-11-17
ORD10166,CUST1360,PROD1028,4,2024-01-25
ORD10167,CUST1228,PROD1044,1,2024-03-09
ORD10168,CUST1269,PROD1048,3,2023-01-22
ORD10169,CUST1315,PROD1034,4,2025-05-22
ORD10170,CUST1285,PROD1039,5,2024-08-22
ORD10171,CUST1290,PROD1013,5,2024-10-26
ORD10172,CUST1212,PROD1034,1,2023-05-05
ORD10173,CUST1164,PROD1047,3,2023-03-20
ORD10174,CUST1004,PROD1044,2,2025-05-07
ORD10175,CUST1338,PROD1019,3,2023-02-20
ORD10176,CUST1378,PROD1048,5,2024-12-28
ORD10177,CUST1077,PROD1012,4,2023-06-25
ORD10178,CUST1409,PROD1037,2,2025-05-19
ORD10179,CUST1061,PROD1048,1,2023-09-10
ORD10180,CUST1131,PROD1045,2,2023-09-03
ORD10181,CUST1088,PROD1048,1,2025-01-08
ORD10182,CUST1236,PROD1007,2,2023-04-16
ORD10183,CUST1041,PROD1042,1,2023-07-12
ORD10184,CUST1088,PROD1019,1,2023-11-12
ORD10185,CUST1401,PROD1032,2,2023-10-29
ORD10186,CUST1295,PROD1025,2,2024-07-01
ORD10187,CUST1327,PROD1038,1,2024-12-16
ORD10188,CUST1294,PROD1020,5,2025-02-17
ORD10189,CUST1103,PROD1048,2,2023-09-25
ORD10190,CUST1013,PROD1041,3,2023-06-19
ORD10191,CUST1287,PROD1042,4,2024-07-04
ORD10192,CUST1178,PROD1040,1,2024-03-30
ORD10193,CUST1124,PROD1008,1,2024-10-12
ORD10194,CUST1421,PROD1023,4,2023-10-19
ORD10195,CUST1352,PROD1036,5,2024-07-17
ORD10196,CUST1022,PROD1048,4,2025-03-09
ORD10197,CUST1062,PROD1040,2,2025-03-11
ORD10198,CUST1142,PROD1016,4,2023-05-21
ORD10199,CUST1480,PROD1023,1,2023-05-26
ORD10200,CUST1152,PROD1020,4,2024-02-29
ORD10201,CUST1144,PROD1038,3,2023-11-10
ORD10202,CUST1224,PROD1040,2,2023-07-03
ORD10203,CUST1494,PROD1038,4,2024-10-25
ORD10204,CUST1449,PROD1012,1,2024-12-13
ORD10205,CUST1461,PROD1010,2,2023-05-08
ORD10206,CUST1308,PROD1045,1,2023-10-14
ORD10207,CUST1103,PROD1018,5,2025-04-02
ORD10208,CUST1103,PROD1010,3,2023-09-10
ORD10209,CUST1434,PROD1012,5,2025-02-16
ORD10210,CUST1038,PROD1045,3,2024-11-30
ORD10211,CUST1434,PROD1044,4,2024-01-21
ORD10212,CUST1197,PROD1000,2,2023-08-18
ORD10213,CUST1133,PROD1039,4,2023-09-28
ORD10214,CUST1066,PROD1043,3,2025-02-09
ORD10215,CUST1390,PROD1018,3,2025-03-21
ORD10216,CUST1178,PROD1011,3,2024-02-19
ORD10217,CUST1455,PROD1007,1,2023-07-17
ORD10218,CUST1041,PROD1007,2,2023-11-19
ORD10219,CUST1447,PROD1044,4,2023-02-25
ORD10220,CUST1499,PROD1011,4,2025-04-10
ORD10221,CUST1014,PROD1047,5,2023-07-22
ORD10222,CUST1110,PROD1032,3,2025-02-21
ORD10223,CUST1156,PROD1044,3,2024-09-12
ORD10224,CUST1288,PROD1025,3,2024-09-19
ORD10225,CUST1499,PROD1038,4,2024-08-26
ORD10226,CUST1477,PROD1027,5,2023-05-18
ORD10227,CUST1230,PROD1004,1,2024-02-26
ORD10228,CUST1410,PROD1007,2,2025-03-25
ORD10229,CUST1419,PROD1024,1,2023-02-26
ORD10230,CUST1156,PROD1026,4,2024-07-15
ORD10231,CUST1037,PROD1045,3,2023-03-12
ORD10232,CUST1440,PROD1022,2,2025-06-29
ORD10233,CUST1096,PROD1029,4,2024-08-16
ORD10234,CUST1484,PROD1044,4,2024-01-07
ORD10235,CUST1410,PROD1046,4,2024-09-08
ORD10236,CUST1438,PROD1022,2,2024-08-22
ORD10237,CUST1288,PROD1048,2,2024-05-28
ORD10238,CUST1253,PROD1046,5,2025-05-21
ORD10239,CUST1195,PROD1019,5,2023-03-25
ORD10240,CUST1085,PROD1017,1,2023-02-12
ORD10241,CUST1321,PROD1017,2,2024-10-27
ORD10242,CUST1009,PROD1001,2,2025-04-18
ORD10243,CUST1004,PROD1003,2,2024-08-28
ORD10244,CUST1122,PROD1029,5,2025-03-20
ORD10245,CUST1329,PROD1032,4,2023-05-13
ORD10246,CUST1352,PROD1035,3,2024-01-30
ORD10247,CUST1117,PROD1017,5,2023-03-06
ORD10248,CUST1293,PROD1036,2,2023-10-17
ORD10249,CUST1396,PROD1018,5,2024-01-11
ORD10250,CUST1158,PROD1046,1,2025-02-07
ORD10251,CUST1302,PROD1027,2,2024-04-11
ORD10252,CUST1227,PROD1039,1,2025-06-16
ORD10253,CUST1364,PROD1019,2,2023-08-01
ORD10254,CUST1215,PROD1048,5,2023-05-28
ORD10255,CUST1435,PROD1032,4,2024-07-26
ORD10256,CUST1183,PROD1011,3,2024-04-15
ORD10257,CUST1014,PROD1014,1,2023-05-29
ORD10258,CUST1156,PROD1040,5,2023-03-29
ORD10259,CUST1135,PROD1038,4,2023-11-20
ORD10260,CUST1260,PROD1001,5,2025-06-13
ORD10261,CUST1156,PROD1028,1,2024-01-31
ORD10262,CUST1046,PROD1040,3,2025-02-28
ORD10263,CUST1323,PROD1009,5,2024-02-08
ORD10264,CUST1331,PROD1001,2,2023-03-23
ORD10265,CUST1172,PROD1010,4,2024-10-02
ORD10266,CUST1129,PROD1012,5,2023-10-13
ORD10267,CUST1410,PROD1009,4,2024-01-17
ORD10268,CUST1094,PROD1013,2,2025-05-14
ORD10269,CUST1114,PROD1017,3,2025-03-02
ORD10270,CUST1242,PROD1008,3,2023-09-27
ORD10271,CUST1419,PROD1038,2,2023-10-19
ORD10272,CUST1291,PROD1027,4,2024-03-28
ORD10273,CUST1281,PROD1002,5,2024-12-15
ORD10274,CUST1298,PROD1019,2,2023-01-24
ORD10275,CUST1282,PROD1005,1,2025-05-12
ORD10276,CUST1068,PROD1026,4,2023-11-07
ORD10277,CUST1147,PROD1001,3,2024-04-05
ORD10278,CUST1010,PROD1028,2,2023-07-27
ORD10279,CUST1253,PROD1037,3,2025-03-02
ORD10280,CUST1329,PROD1002,4,2024-12-17
ORD10281,CUST1359,PROD1015,3,2024-10-25
ORD10282,CUST1037,PROD1029,2,2024-03-13
ORD10283,CUST1133,PROD1039,4,2024-06-21
ORD10284,CUST1199,PROD1001,1,2024-12-06
ORD10285,CUST1022,PROD1016,2,2023-12-02
ORD10286,CUST1302,PROD1040,5,2024-02-26
ORD10287,CUST1345,PROD1011,2,2025-01-19
ORD10288,CUST1301,PROD1034,4,2023-11-17
ORD10289,CUST1362,PROD1042,2,2024-05-11
ORD10290,CUST1395,PROD1000,1,2024-08-09
ORD10291,CUST1217,PROD1044,1,2023-06-12
ORD10292,CUST1140,PROD1014,5,2025-03-21
ORD10293,CUST1103,PROD1025,3,2024-06-24
ORD10294,CUST1445,PROD1036,4,2023-06-14
ORD10295,CUST1209,PROD1020,4,2025-04-28
ORD10296,CUST1472,PROD1048,3,2024-11-28
ORD10297,CUST1480,PROD1030,1,2024-07-19
ORD10298,CUST1110,PROD1024,1,2023-10-22
ORD10299,CUST1103,PROD1022,2,2023-02-11
ORD10300,CUST1315,PROD1023,5,2023-10-12
ORD10301,CUST1170,PROD1037,5,2024-01-22
ORD10302,CUST1459,PROD1027,5,2023-05-18
ORD10303,CUST1491,PROD1020,2,2023-07-06
ORD10304,CUST1355,PROD1042,5,2025-06-28
ORD10305,CUST1495,PROD1017,3,2024-12-16
ORD10306,CUST1323,PROD1035,2,2024-03-06
ORD10307,CUST1132,PROD1034,3,2024-07-07
ORD10308,CUST1375,PROD1044,2,2025-05-11
ORD10309,CUST1292,PROD1008,5,2024-02-20
ORD10310,CUST1327,PROD1037,3,2025-03-10
ORD10311,CUST1126,PROD1029,3,2024-03-01
ORD10312,CUST1105,PROD1043,3,2024-02-20
ORD10313,CUST1496,PROD1033,2,2023-01-26
ORD10314,CUST1091,PROD1031,4,2024-01-06
ORD10315,CUST1286,PROD1002,5,2024-01-20
ORD10316,CUST1377,PROD1002,3,2023-02-25
ORD10317,CUST1392,PROD1027,4,2023-09-10
ORD10318,CUST1050,PROD1043,5,2024-09-25
ORD10319,CUST1028,PROD1014,5,2023-04-16
ORD10320,CUST1461,PROD1040,3,2023-05-10
ORD10321,CUST1295,PROD1022,3,2025-04-28
ORD10322,CUST1296,PROD1039,2,2024-10-31
ORD10323,CUST1213,PROD1010,4,2024-01-11
ORD10324,CUST1266,PROD1047,4,2025-01-12
ORD10325,CUST1406,PROD1031,3,2023-11-04
ORD10326,CUST1256,PROD1035,5,2023-04-01
ORD10327,CUST1301,PROD1032,3,2024-01-28
ORD10328,CUST1100,PROD1023,5,2024-06-17
ORD10329,CUST1404,PROD1038,5,2025-03-12
ORD10330,CUST1345,PROD1033,3,2023-04-20
ORD10331,CUST1109,PROD1027,1,2024-07-14
ORD10332,CUST1419,PROD1036,4,2024-10-02
ORD10333,CUST1181,PROD1006,5,2024-08-07
ORD10334,CUST1470,PROD1003,5,2023-12-06
ORD10335,CUST1312,PROD1036,1,2024-07-18
ORD10336,CUST1000,PROD1000,2,2023-12-22
ORD10337,CUST1318,PROD1000,1,2025-06-10
ORD10338,CUST1437,PROD1046,1,2023-06-17
ORD10339,CUST1054,PROD1019,5,2024-07-10
ORD10340,CUST1370,PROD1018,4,2024-03-27
ORD10341,CUST1423,PROD1028,1,2025-06-23
ORD10342,CUST1398,PROD1009,2,2023-04-15
ORD10343,CUST1148,PROD1017,3,2023-05-30
ORD10344,CUST1430,PROD1027,1,2023-05-26
ORD10345,CUST1456,PROD1034,1,2024-12-16
ORD10346,CUST1308,PROD1042,2,2025-05-23
ORD10347,CUST1136,PROD1046,4,2023-10-26
ORD10348,CUST1201,PROD1030,1,2023-06-16
ORD10349,CUST1435,PROD1026,1,2024-12-13
ORD10350,CUST1312,PROD1010,4,2024-10-07
ORD10351,CUST1116,PROD1048,2,2024-12-23
ORD10352,CUST1153,PROD1048,1,2023-02-17
ORD10353,CUST1424,PROD1037,4,2024-09-29
ORD10354,CUST1290,PROD1004,1,2023-08-27
ORD10355,CUST1062,PROD1007,3,2023-01-07
ORD10356,CUST1243,PROD1033,5,2024-04-08
ORD10357,CUST1024,PROD1047,3,2024-03-28
ORD10358,CUST1089,PROD1011,1,2025-02-22
ORD10359,CUST1074,PROD1037,2,2025-06-15
ORD10360,CUST1293,PROD1000,5,2024-01-06
ORD10361,CUST1385,PROD1030,3,2024-07-02
ORD10362,CUST1390,PROD1003,4,2024-05-01
ORD10363,CUST1209,PROD1048,2,2023-07-30
ORD10364,CUST1474,PROD1044,3,2023-06-14
ORD10365,CUST1417,PROD1049,4,2023-05-05
ORD10366,CUST1346,PROD1004,1,2023-12-03
ORD10367,CUST1016,PROD1029,4,2023-07-11
ORD10368,CUST1127,PROD1023,3,2024-12-30
ORD10369,CUST1426,PROD1002,3,2023-08-02
ORD10370,CUST1442,PROD1010,1,2024-07-27
ORD10371,CUST1363,PROD1044,4,2023-11-24
ORD10372,CUST1250,PROD1003,4,2024-01-16
ORD10373,CUST1178,PROD1025,1,2024-11-03
ORD10374,CUST1181,PROD1026,4,2024-07-31
ORD10375,CUST1151,PROD1045,1,2025-03-08
ORD10376,CUST1024,PROD1042,2,2023-08-27
ORD10377,CUST1454,PROD1026,3,2024-06-15
ORD10378,CUST1179,PROD1041,2,2024-11-30
ORD10379,CUST1197,PROD1049,5,2023-03-23
ORD10380,CUST1343,PROD1005,5,2023-12-29
ORD10381,CUST1160,PROD1014,5,2024-05-19
ORD10382,CUST1176,PROD1029,1,2023-07-21
ORD10383,CUST1284,PROD1041,4,2024-05-18
ORD10384,CUST1062,PROD1036,2,2024-10-05
ORD10385,CUST1490,PROD1036,2,2023-02-06
ORD10386,CUST1149,PROD1041,2,2024-10-05
ORD10387,CUST1153,PROD1036,2,2024-08-11
ORD10388,CUST1155,PROD1034,5,2024-08-23
ORD10389,CUST1369,PROD1022,2,2024-02-06
ORD10390,CUST1468,PROD1005,4,2025-02-03
ORD10391,CUST1048,PROD1003,5,2025-05-05
ORD10392,CUST1454,PROD1017,2,2024-12-06
ORD10393,CUST1336,PROD1008,1,2023-06-25
ORD10394,CUST1083,PROD1048,3,2024-06-28
ORD10395,CUST1360,PROD1028,3,2024-07-23
ORD10396,CUST1176,PROD1012,3,2024-04-11
ORD10397,CUST1147,PROD1046,5,2023-07-20
ORD10398,CUST1117,PROD1016,2,2024-06-23
ORD10399,CUST1341,PROD1044,5,2024-06-30
ORD10400,CUST1475,PROD1031,4,2024-09-28
ORD10401,CUST1062,PROD1047,1,2024-01-29
ORD10402,CUST1188,PROD1021,1,2025-04-12
ORD10403,CUST1359,PROD1003,3,2023-02-11
ORD10404,CUST1048,PROD1004,3,2024-08-19
ORD10405,CUST1326,PROD1036,3,2024-01-28
ORD10406,CUST1256,PROD1040,2,2024-11-30
ORD10407,CUST1223,PROD1048,4,2024-09-14
ORD10408,CUST1140,PROD1012,4,2025-02-21
ORD10409,CUST1477,PROD1033,4,2024-03-16
ORD10410,CUST1214,PROD1044,4,2025-04-16
ORD10411,CUST1434,PROD1021,3,2024-09-08
ORD10412,CUST1378,PROD1022,1,2024-05-20
ORD10413,CUST1439,PROD1002,3,2023-11-16
ORD10414,CUST1210,PROD1041,4,2024-07-06
ORD10415,CUST1317,PROD1033,3,2023-08-03
ORD10416,CUST1031,PROD1031,4,2023-03-12
ORD10417,CUST1157,PROD1044,5,2024-07-21
ORD10418,CUST1284,PROD1048,1,2023-08-24
ORD10419,CUST1304,PROD1020,5,2023-10-08
ORD10420,CUST1428,PROD1045,2,2024-09-08
ORD10421,CUST1476,PROD1043,3,2025-06-20
ORD10422,CUST1285,PROD1020,2,2025-06-05
ORD10423,CUST1143,PROD1043,3,2023-06-11
ORD10424,CUST1423,PROD1010,5,2023-07-10
ORD10425,CUST1018,PROD1038,4,2023-01-09
ORD10426,CUST1017,PROD1003,4,2023-03-01
ORD10427,CUST1256,PROD1000,3,2025-06-11
ORD10428,CUST1077,PROD1027,4,2025-03-27
ORD10429,CUST1370,PROD1023,5,2023-08-13
ORD10430,CUST1174,PROD1034,4,2025-03-29
ORD10431,CUST1497,PROD1012,5,2024-11-30
ORD10432,CUST1193,PROD1046,2,2024-08-04
ORD10433,CUST1475,PROD1033,5,2025-03-15
ORD10434,CUST1112,PROD1010,1,2023-10-14
ORD10435,CUST1113,PROD1035,1,2023-06-18
ORD10436,CUST1221,PROD1016,1,2023-03-03
ORD10437,CUST1165,PROD1034,3,2023-12-15
ORD10438,CUST1434,PROD1017,3,2024-03-17
ORD10439,CUST1318,PROD1039,3,2023-01-14
ORD10440,CUST1131,PROD1021,5,2023-06-13
ORD10441,CUST1384,PROD1023,3,2024-02-24
ORD10442,CUST1263,PROD1018,2,2025-01-26
ORD10443,CUST1412,PROD1036,1,2025-04-26
ORD10444,CUST1054,PROD1038,5,2024-06-03
ORD10445,CUST1358,PROD1020,1,2024-10-27
ORD10446,CUST1130,PROD1007,3,2024-07-01
ORD10447,CUST1287,PROD1027,5,2024-07-13
ORD10448,CUST1265,PROD1004,4,2024-08-19
ORD10449,CUST1457,PROD1016,2,2023-01-28
ORD10450,CUST1466,PROD1036,3,2024-12-08
ORD10451,CUST1365,PROD1035,3,2024-03-21
ORD10452,CUST1161,PROD1018,2,2023-07-27
ORD10453,CUST1379,PROD1026,2,2024-04-14
ORD10454,CUST1480,PROD1033,4,2024-12-16
ORD10455,CUST1086,PROD1010,3,2025-03-29
ORD10456,CUST1054,PROD1044,3,2023-04-14
ORD10457,CUST1475,PROD1046,1,2025-01-11
ORD10458,CUST1287,PROD1011,5,2024-03-01
ORD10459,CUST1177,PROD1020,5,2023-04-11
ORD10460,CUST1390,PROD1010,1,2024-06-24
ORD10461,CUST1348,PROD1038,5,2024-09-30
ORD10462,CUST1007,PROD1027,2,2025-04-29
ORD10463,CUST1320,PROD1004,5,2024-06-05
ORD10464,CUST1312,PROD1016,5,2023-04-16
ORD10465,CUST1246,PROD1019,1,2024-11-09
ORD10466,CUST1322,PROD1040,4,2025-02-07
ORD10467,CUST1471,PROD1045,5,2025-03-17
ORD10468,CUST1470,PROD1011,5,2023-10-04
ORD10469,CUST1442,PROD1005,4,2023-03-06
ORD10470,CUST1254,PROD1016,1,2025-02-21
ORD10471,CUST1327,PROD1018,4,2025-06-18
ORD10472,CUST1053,PROD1025,1,2023-07-07
ORD10473,CUST1248,PROD1047,2,2023-11-13
ORD10474,CUST1238,PROD1043,1,2023-05-18
ORD10475,CUST1228,PROD1043,2,2023-12-09
ORD10476,CUST1066,PROD1031,2,2023-04-15
ORD10477,CUST1050,PROD1005,1,2024-06-29
ORD10478,CUST1096,PROD1035,3,2024-01-15
ORD10479,CUST1091,PROD1037,1,2023-04-20
ORD10480,CUST1494,PROD1010,5,2024-06-28
ORD10481,CUST1263,PROD1032,5,2023-12-20
ORD10482,CUST1417,PROD1023,3,2025-01-12
ORD10483,CUST1290,PROD1022,2,2023-11-13
ORD10484,CUST1095,PROD1014,3,2023-09-23
ORD10485,CUST1087,PROD1026,5,2024-11-24
ORD10486,CUST1077,PROD1010,3,2025-05-01
ORD10487,CUST1287,PROD1049,1,2023-03-06
ORD10488,CUST1119,PROD1016,3,2023-11-29
ORD10489,CUST1301,PROD1013,2,2024-05-27
ORD10490,CUST1490,PROD1026,1,2023-05-13
ORD10491,CUST1399,PROD1017,4,2024-08-14
ORD10492,CUST1451,PROD1027,5,2025-02-21
ORD10493,CUST1499,PROD1046,5,2025-01-22
ORD10494,CUST1164,PROD1046,3,2024-06-23
ORD10495,CUST1181,PROD1003,1,2025-01-04
ORD10496,CUST1468,PROD1006,4,2024-06-18
ORD10497,CUST1397,PROD1044,1,2024-05-10
ORD10498,CUST1222,PROD1034,5,2024-09-12
ORD10499,CUST1310,PROD1047,1,2024-09-10
ORD10500,CUST1431,PROD1008,4,2024-10-18
ORD10501,CUST1465,PROD1007,3,2024-01-04
ORD10502,CUST1006,PROD1044,2,2025-05-15
ORD10503,CUST1329,PROD1016,1,2025-06-27
ORD10504,CUST1262,PROD1016,2,2025-06-28
ORD10505,CUST1160,PROD1048,5,2024-10-12
ORD10506,CUST1150,PROD1032,3,2025-03-06
ORD10507,CUST1084,PROD1031,3,2025-03-20
ORD10508,CUST1146,PROD1007,1,2023-04-09
ORD10509,CUST1111,PROD1018,3,2023-11-13
ORD10510,CUST1380,PROD1037,1,2023-05-03
ORD10511,CUST1402,PROD1002,1,2023-11-16
ORD10512,CUST1035,PROD1004,2,2025-03-09
ORD10513,CUST1284,PROD1012,3,2024-08-15
ORD10514,CUST1187,PROD1046,1,2024-05-09
ORD10515,CUST1081,PROD1045,2,2024-04-01
