     10 Christopher Nolan
     10 Brian Levant
     10 Brett Ratner
     10 Bobby Farrelly|Peter Farrelly
     10 Barry Sonnenfeld
     10 Antoine Fuqua
     10 Andrew Davis
      9 Wolfgang Petersen
      9 Taylor Hackford
      9 Stephen Hopkins
      9 Stanley Kubrick
      9 Simon Wincer
      9 Roel ReinÃ©
      9 Robert Stevenson
      9 Richard Fleischer
      9 Richard Attenborough
      9 Randal Kleiser
      9 Raja Gosnell
      9 Philip Kaufman
      9 Peter Segal
      9 Peter Hewitt
      9 Neil LaBute
      9 Mikael Salomon
      9 Martin Campbell
      9 M. Night Shyamalan
      9 Jonathan Lynn
      9 Jonathan Demme
      9 John Singleton
      9 John Frankenheimer
      9 Joe Johnston
      9 J. Lee Thompson
      9 Howard Deutch
      9 Gore Verbinski
      9 Dwight H. Little
      9 Charles Grosvenor
      9 Cameron Crowe
      9 Bruce Beresford
      9 Brian Robbins
      9 Billy Wilder
      9 Arthur Hiller
      9 Amy Heckerling
      8 Tom Shadyac
      8 Todd Phillips
      8 Terence Fisher
      8 Sylvester Stallone
      8 Stephen Sommers
      8 Simon West
      8 Roland JoffÃ©
      8 Roger Michell
      8 Robert Vince
      8 Robert Redford
      8 Richard Benjamin
      8 Phil Joanou
      8 Peter Berg
      8 Penelope Spheeris
      8 Paul Thomas Anderson
      8 MiloÅ¡ Forman
      8 Mick Garris
      8 Michael Hoffman
      8 Mark Waters
      8 Marc Forster
      8 Lee Tamahori
      8 Kevin Reynolds
      8 Kenny Ortega
      8 Ken Russell
      8 Kathryn Bigelow
      8 Joseph Ruben
      8 John Waters
      8 John Madden
      8 John Hughes
      8 John Dahl
      8 James Wan
      8 James Mangold
      8 James Foley
      8 Harold Becker
      8 Hal Needham
      8 Guy Ritchie
      8 Gil Junger
      8 George Miller
      8 Frank Coraci
      8 F. Gary Gray
      8 David O. Russell
      8 Darren Lynn Bousman
      8 Dario Argento
      8 Craig R. Baxley
      8 Christian Duguay
      8 Carl Reiner
      8 Brian Trenchard-Smith
      8 Bill Condon
      8 Bernard Rose
      8 Ang Lee
      8 Andy Tennant
      8 Andrew Fleming
      8 Adrian Lyne
      8 Adam Shankman
      8 Abel Ferrara
      7 William Dear
      7 Tim Story
      7 Terrence Malick
      7 Stanley Donen
      7 Savage Steve Holland
      7 Sam Mendes
      7 Robert Wise
      7 Robert Luketic
      7 Robert Benton
      7 Richard Lester
      7 Ralph Bakshi
      7 Peter Yates
      7 Peter Greenaway
      7 Peter Bogdanovich
      7 Penny Marshall
      7 Paul Weitz
      7 Paul Verhoeven
      7 Paul McGuigan
      7 Patrick Lussier
      7 Nora Ephron
      7 Noah Baumbach
      7 Michel Gondry
      7 Michael Moore
      7 Michael Lembeck
      7 Michael Lehmann
      7 Malcolm D. Lee
      7 Luc Besson
      7 Lewis Gilbert
      7 Les Mayfield
      7 Lars von Trier
      7 Kevin Macdonald
      7 Keoni Waxman
      7 Ken Kwapis
      7 Jon Favreau
      7 Jon Avnet
      7 Jim Sheridan
      7 Jeff Tremaine
      7 Jason Friedberg|Aaron Seltzer
      7 Isaac Florentine
      7 Iain Softley
      7 Guillermo del Toro
      7 George Roy Hill
      7 Gary Fleder
      7 Fred Schepisi
      7 Franco Zeffirelli
      7 Errol Morris
      7 Ernest R. Dickerson
      7 Doug Liman
      7 Don Coscarelli
      7 David R. Ellis
      7 David Mamet
      7 David M. Evans
      7 Catherine Hardwicke
      7 Bryan Singer
      7 Brad Anderson
      7 Bob Rafelson
      7 Bob Clark
      7 Betty Thomas
      7 Barbet Schroeder
      7 Atom Egoyan
      7 Andy Fickman
      7 Andrew V. McLaglen
      7 Alfred Hitchcock
      7 Alex Zamm
      7 Alex Gibney
      7 Albert Pyun
      7 Alan J. Pakula
      7 Adam McKay
      6 Zack Snyder
      6 Wim Wenders
      6 William Lau
      6 Wayne Wang
      6 Uli Edel
      6 Tom McLoughlin
      6 Tom Hooper
      6 Todd Solondz
      6 Todd Haynes
      6 Tim Hill
      6 Tibor TakÃ¡cs
      6 Thomas Carter
      6 Steven Brill
      6 Steve Carr
      6 Steve Barron
      6 Sofia Coppola
      6 Sidney J. Furie
      6 Sam Weisman
      6 Sam Liu
      6 Ryan Little
      6 Ronald Neame
      6 Ron Underwood
      6 Ron Shelton
      6 Roger Kumble
      6 Robert Lieberman
      6 Robert Iscove
      6 Robert Aldrich
      6 Rob Zombie
      6 Rob Minkoff
      6 Rob Marshall
      6 Richard Rich
      6 Peyton Reed
      6 Peter Howitt
      6 Paul Greengrass
      6 Nick Lyon
      6 Nick Love
      6 Nick Cassavetes
      6 Nicholas Hytner
      6 Nancy Meyers
      6 Mira Nair
      6 Michael Winner
      6 McG
      6 Martha Coolidge
      6 Mark Rosman
      6 Mark L. Lester
      6 Louis Malle
      6 Keenen Ivory Wayans
      6 Justin Lin
      6 Julian Jarrold
      6 Jonathan Liebesman
      6 Jonathan Kaplan
      6 Jonathan Frakes
      6 Jon M. Chu
      6 Jon Amiel
      6 John Woo
      6 John Whitesell
      6 John Milius
      6 John Irvin
      6 John Guillermin
      6 Joe Wright
      6 Jeff Kanew
      6 Jay Oliva
      6 Jaume Collet-Serra
      6 Jason Reitman
      6 Jane Campion
      6 James Ivory
      6 Isabel Coixet
      6 Gregory Hoblit
      6 Gregg Araki
      6 George Lucas
      6 Francis Lawrence
      6 Ernie Barbarash
      6 Don Michael Paul
      6 Don Bluth|Gary Goldman
      6 Davis Guggenheim
      6 David Zucker
      6 David Twohy
      6 David Mackenzie
      6 David Dobkin
      6 Darren Aronofsky
      6 Danny DeVito
      6 D.J. Caruso
      6 Craig Moss
      6 Corey Yuen Kwai
      6 Chuck Russell
      6 Christopher Cain
      6 Charles Shyer
      6 Burt Kennedy
      6 Brad Silberling
      6 Bille Woodruff
      6 Bernardo Bertolucci
      6 Benny Chan
      6 Baltasar KormÃ¡kur
      6 Arthur Penn
      6 Andrew Niccol
      6 Alexander Payne
      6 Alan Metter
      6 Agnieszka Holland
      6 "Jules Bass|Arthur Rankin, Jr."
      6 "George Tillman, Jr."
      5 Wolfgang Reitherman
      5 Walt Becker
      5 Vincenzo Natali
      5 Victor Salva
      5 Tom Vaughan
      5 Tom McCarthy
      5 Tarsem Singh
      5 Tamra Davis
      5 Stewart Raffill
      5 Steven R. Monroe
      5 Steven C. Miller
      5 Steve Boyum
      5 Stanley Kramer
      5 Stan Dragoti
      5 Spike Jonze
      5 Sheldon Lettich
      5 Shannon Hartman
      5 Scott Hicks
      5 Scott Derrickson
      5 Russ Meyer
      5 Rowdy Herrington
      5 Rod Lurie
      5 Rod Daniel
      5 Robert Schwentke
      5 Richard Loncraine
      5 Richard Franklin
      5 Reginald Hudlin
      5 Peter Markle
      5 Peter Chelsom
      5 Paul Haggis
      5 Paul Feig
      5 Patrice Leconte
      5 P.J. Hogan
      5 Owen Hurley
      5 Olivier Assayas
      5 Oliver Parker
      5 Norman Tokar
      5 NimrÃ³d Antal
      5 Nigel Cole
      5 Nicolas Roeg
      5 Nick Willing
      5 Nick Hurran
      5 Nicholas Meyer
      5 Morgan Spurlock
      5 Mike Mitchell
      5 Mike Figgis
      5 Mike Binder
      5 Mikael HÃ¥fstrÃ¶m
      5 Mick Jackson
      5 Michael Radford
      5 Michael Polish
      5 Michael Keusch
      5 Michael Crichton
      5 Michael Cimino
      5 Matthew Vaughn
      5 Mary Lambert
      5 Martin Ritt
      5 Martin Brest
      5 Mark Steven Johnson
      5 Marcus Nispel
      5 Luis Mandoki
      5 Louis Leterrier
      5 Louis C.K.
      5 Lewis Teague
      5 Lauren Montgomery
      5 Julien Temple
      5 Judd Apatow
      5 Joss Whedon
      5 Joseph Zito
      5 Jonathan Levine
      5 John Sturges
      5 John Moore
      5 John Lasseter
      5 John Hough
      5 John Herzfeld
      5 John Gulager
      5 John Glen
      5 John Ford
      5 John Flynn
      5 John Erick Dowdle
      5 John Duigan
      5 John Cassavetes
      5 Joe Carnahan
      5 Jim Abrahams
      5 Jeremiah S. Chechik
      5 Jeannot Szwarc
      5 Jean-Jacques Annaud
      5 Jay Chandrasekhar
      5 Jan de Bont
      5 James L. Brooks
      5 James Gray
      5 Jake Kasdan
      5 J.J. Abrams
      5 Irwin Winkler
      5 Hugh Wilson
      5 Harald Zwart
      5 Hal Ashby
      5 Gregor Jordan
      5 Greg Beeman
      5 George P. Cosmatos
      5 George Gallo
      5 Geoffrey Sax
      5 Geoff Murphy
      5 Gavin Hood
      5 Gabriele Muccino
      5 Franklin J. Schaffner
      5 Frank Darabont
      5 Eli Roth
      5 Don E. FauntLeRoy
      5 Dominic Sena
      5 Dito Montiel
      5 Declan O'Brien
      5 David Yates
      5 David Wain
      5 David S. Ward
      5 David Koepp
      5 David Frankel
      5 David Ayer
      5 Craig Pryce
      5 Costa-Gavras
      5 Christopher Smith
      5 Christopher Guest
      5 Charles Martin Smith
      5 Carlos Saldanha
      5 Brett Leonard
      5 Bradley Raymond
      5 Brad Bird
      5 Bobcat Goldthwait
      5 Boaz Yakin
      5 Bille August
      5 Ben Wheatley
      5 Ben Stiller
      5 Baz Luhrmann
      5 Anthony C. Ferrante
      5 Anne Fletcher
      5 Andrzej Bartkowiak
      5 Allan Arkush
      5 Alfonso CuarÃ³n
      5 Alex Winter
      5 Alex Kendrick
      5 Aaron Norris
      4 Ãlex de la Iglesia
      4 Yves Simoneau
      4 William Kaufman
      4 Will Gluck
      4 Wayne Kramer
      4 VÃ­ctor GarcÃ­a
      4 Trey Parker
      4 Tony Goldwyn
      4 Tommy Lee Wallace
      4 Tommy Chong
      4 Tom Holland
      4 Tom Dey
      4 Ti West
      4 Thom Eberhardt
      4 Terry Zwigoff
      4 Terence Young
      4 Ted Kotcheff
      4 Ted Demme
      4 Stuart Rosenberg
      4 Steve Purcell
      4 Steve Pink
      4 Steve Oedekerk
      4 Stephen Daldry
      4 Stephan Elliott
      4 Sheldon Wilson
      4 Shari Springer Berman|Robert Pulcini
      4 Shane Meadows
      4 Seth Gordon
      4 Sebastian Gutierrez
      4 Sean Anders
      4 Sanaa Hamri
      4 Samuel Fuller
      4 Roy Ward Baker
      4 Ron Clements|John Musker
      4 Rodrigo GarcÃ­a
      4 Robert Townsend
      4 Robert Mulligan
      4 Robert Clouse
      4 Rick Rosenthal
      4 Rick Famuyiwa
      4 Richard LaGravenese
      4 Richard Eyre
      4 Randall Wallace
      4 Ralph Nelson
      4 Rachel Goldenberg
      4 Q. Allan Brocka
      4 Pierre Morel
      4 Philip Martin
      4 Phil Lord|Christopher Miller
      4 Phil Alden Robinson
      4 Peter Medak
      4 Peter MacDonald
      4 Paul Michael Glaser
      4 Paul Andrew Williams
      4 Patricia Riggen
      4 Pat O'Connor
      4 P.J. Pesce
      4 Otto Preminger
      4 Olivier Megaton
      4 Nicole Holofcener
      4 Nicolas Winding Refn
      4 Nick Park
      4 Nick Castle
      4 Nicholas Stoller
      4 Neill Blomkamp
      4 Neil Marshall
      4 Neil Burger
      4 Mimi Leder
      4 Mike Judge
      4 Miguel Arteta
      4 Michelangelo Antonioni
      4 Michael J. Bassett
      4 Michael Dowse
      4 Michael Anderson
      4 Mel Gibson
      4 Matt Reeves
      4 Mary Harron
      4 Mark Rydell
      4 Mark Robson
      4 Mark Pellington
      4 Mark Herman
      4 Mark Atkins
      4 Mark A.Z. DippÃ©
      4 Mario Van Peebles
      4 Marc Lawrence
      4 Manny Rodriguez
      4 Lynn Shelton
      4 Luke Greenfield
      4 Louis Morneau
      4 Lloyd Kaufman
      4 Liz Garbus
      4 Lisa Cholodenko
      4 Len Wiseman
      4 Lee Daniels
      4 Larry Clark
      4 Larry Charles
      4 Kirk Jones
      4 Kevin Greutert
      4 Kevin Deters|Stevie Wermers
      4 Kevin Connor
      4 Kenneth Johnson
      4 Ken Annakin
      4 Kelly Reichardt
      4 Karyn Kusama
      4 Kari Skogland
      4 Julie Taymor
      4 Julie Delpy
      4 Joseph Sargent
      4 Josef Rusnak
      4 Jonathan Mostow
      4 Jonas Ã…kerlund
      4 John R. Cherry III
      4 John Putch
      4 John Pasquin
      4 John McNaughton
      4 John Lee Hancock
      4 John Curran
      4 John Crowley
      4 Joel Gallen
      4 Joe Roth
      4 Joe Nussbaum
      4 Joe Chappelle
      4 Joe Berlinger|Bruce Sinofsky
      4 Jim Mickle
      4 Jean-Marc VallÃ©e
      4 Jay Russell
      4 Jay Karas
      4 Jared Hess
      4 Jared Cohn
      4 Jamie Blanks
      4 Jamie Babbit
      4 James Wong
      4 James McTeigue
      4 James Marsh
      4 James Bridges
      4 Jack Sholder
      4 Jack Gold
      4 Irvin Kershner
      4 Howard Zieff
      4 Howard Hawks
      4 Henry Selick
      4 Griffin Dunne
      4 Greg Richardson
      4 Greg Mottola
      4 Gordon Hessler
      4 Gordon Chan
      4 George T. Miller
      4 George Pollock
      4 George Clooney
      4 Gary Winick
      4 FranÃ§ois Ozon
      4 Frank Henenlotter
      4 Ethan Coen|Joel Coen
      4 Emile Ardolino
      4 Ellory Elkayem
      4 Eduardo SÃ¡nchez
      4 Edgar Wright
      4 Duwayne Dunham
      4 Douglas McGrath
      4 Don Roos
      4 Dennis Hopper
      4 Dean Parisot
      4 David Lean
      4 David Carson
      4 Daniel Barnz
      4 Damon Santostefano
      4 Daisy von Scherler Mayer
      4 Craig Shapiro
      4 Craig Gillespie
      4 Clive Donner
      4 Christopher Ray
      4 Chris Rock
      4 Chris Fisher
      4 Carroll Ballard
      4 Carlo Verdone
      4 Bruce Robinson
      4 Brian Yuzna
      4 Brian Henson
      4 Brian Helgeland
      4 Brian Gilbert
      4 Brian Gibson
      4 Brian A Miller
      4 Bill Melendez
      4 Bill Duke
      4 Arlene Sanford
      4 Anton Corbijn
      4 Anthony Minghella
      4 Anthony Hickox
      4 Anthony DiBlasi
      4 Anne K. Black
      4 Andrew Bergman
      4 Andrew Adamson
      4 Anand Tucker
      4 Amy Berg
      4 Alexandre Aja
      4 Alex Proyas
      4 Alejandro GonzÃ¡lez IÃ±Ã¡rritu
      4 Albert Hughes|Allen Hughes
      4 Adam Green
      3 Ã‰tienne Chatiliez
      3 Zalman King
      3 Xavier Gens
      3 William Wyler
      3 William Malone
      3 William Lustig
      3 William Brent Bell
      3 Whit Stillman
      3 Warren Beatty
      3 Vincent McEveety
      3 Troy Miller
      3 Tony Richardson
      3 Tony Gilroy
      3 Tony Giglio
      3 Tony Bill
      3 Tommy O'Haver
      3 Tommy Lee Jones
      3 Tom Tykwer
      3 Tom Six
      3 Tom DiCillo
      3 Tom Brady
      3 Todd Holland
      3 Todd Graff
      3 Tim McCanlies
      3 Tim Blake Nelson
      3 Thor Freudenthal
      3 Thomas Vinterberg
      3 Terry Jones
      3 Terry George
      3 Terence Davies
      3 Ted Post
      3 Takashi Shimizu
      3 Sylvain White
      3 Susanne Bier
      3 Susan Seidelman
      3 Stuart Baird
      3 Stewart Hendler
      3 Steven Zaillian
      3 Steve McQueen
      3 Steve Martino|Mike Thurmeier
      3 Steve Loter
      3 Steve Buscemi
      3 Stephen Reynolds
      3 Stephen Norrington
      3 Stan Lathan
      3 Stacy Peralta
      3 Simon Wells
      3 Simon Fellows
      3 Simon Curtis
      3 Shinji Aramaki
      3 Shekhar Kapur
      3 Shane Van Dyke
      3 Shana Feste
      3 Seth MacFarlane
      3 Sergio Leone
      3 SebastiÃ¡n Silva
      3 Sean Penn
      3 Scott Stewart
      3 Scott Spiegel
      3 Scott Cooper
      3 Sarah Polley
      3 Sam Firstenberg
      3 Sally Potter
      3 Ryan Murphy
      3 Rupert Wyatt
      3 Rupert Wainwright
      3 Ruben Fleischer
      3 Roy Allen Smith
      3 Ronny Yu
      3 Roger Young
      3 Rocco Urbisci
      3 Robert Towne
      3 Robert Mandel
      3 Robert Hall
      3 Robert Fuest
      3 Robert Butler
      3 Rob Bowman
      3 Ringo Lam
      3 Rick Bota
      3 Richard Shepard
      3 Richard Schenkman
      3 Richard Marquand
      3 Richard Kelly
      3 Richard Curtis
      3 Richard Brooks
      3 Rian Johnson
      3 Rhys Thomas
      3 Randall Miller
      3 Rachid Bouchareb
      3 Quentin Dupieux
      3 Po-Chih Leong
      3 Philip G. Atwell
      3 Petter NÃ¦ss
      3 Peter Werner
      3 Peter Webber
      3 Peter Sasdy
      3 Peter Joseph
      3 Peter Hedges
      3 Peter DeLuise
      3 Peter Chung
      3 Paul Weiland
      3 Paul Dugdale
      3 Patrick Hughes
      3 Patricia Rozema
      3 Paddy Breathnach
      3 Oren Moverman
      3 Nisha Ganatra
      3 Niki Caro
      3 Nick Hamm
      3 Nick Broomfield
      3 Nelson McCormick
      3 Ned Benson
      3 Mike Mendez
      3 Mike Hodges
      3 Mike Disa
      3 Mike Clattenburg
      3 Mike Cahill
      3 Mike Barker
      3 Michael Vejar
      3 Michael Spierig|Peter Spierig
      3 Michael Simon
      3 Michael Rymer
      3 Michael Oblowitz
      3 Michael McGowan
      3 Michael Gottlieb
      3 Michael Damian
      3 Michael Cuesta
      3 Michael Cristofer
      3 Michael Blieden
      3 Michael Almereyda
      3 Menahem Golan
      3 Mel Damski
      3 Max Giwa|Dania Pasquini
      3 Matthew Robbins
      3 Matthew Bright
      3 Marty Callner
      3 Martin McDonagh
      3 Mark Neveldine|Brian Taylor
      3 Mark Mylod
      3 Mark Hartley
      3 Mark Dindal
      3 Marcos Siega
      3 Marco Brambilla
      3 Marc Webb
      3 Lynne Ramsay
      3 Lukas Moodysson
      3 Luis Llosa
      3 Lucky McKee
      3 Lone Scherfig
      3 Lisa Azuelos
      3 Lilly Wachowski|Lana Wachowski
      3 Lev L. Spiro
      3 Leonard Nimoy
      3 Lenny Abrahamson
      3 Lee Toland Krieger
      3 Laurent Tirard
      3 Larry Cohen
      3 Lana Wachowski|Lilly Wachowski
      3 Kyle Balda|Samuel Tourneux
      3 Kirby Dick
      3 Kimberly Peirce
      3 Kevin Tenney
      3 Kevin Tancharoen
      3 Kevin Rodney Sullivan
      3 Kevin Lima
      3 Kevin Hooks
      3 Kevin Costner
      3 Kelly Makin
      3 Kat Coiro
      3 Kasi Lemmons
      3 Karen Moncrieff
      3 JÃ©rÃ´me Salle
      3 Justin Chadwick
      3 Julian Gilbey
      3 Joshua Michael Stern
      3 Joseph Kahn
      3 Joseph J. Lawson
      3 Jonathan Glazer
      3 Jonathan English
      3 Jon Wright
      3 Jon Jones
      3 John Wells
      3 John Schultz
      3 John R. Leonetti
      3 John Maybury
      3 John Lyde
      3 John Lafia
      3 John Kent Harrison
      3 John Hyams
      3 John Hillcoat
      3 John Henderson
      3 John Harrison
      3 John Carl Buechler
      3 John Cameron Mitchell
      3 Joe Swanberg
      3 Joe Lynch
      3 Jodie Foster
      3 Jocelyn Moorhouse
      3 Joaquim Dos Santos
      3 Jim Wynorski
      3 Jim Strouse
      3 Jim Stenstrum
      3 Jim McBride
      3 Jim Henson
      3 Jim Gillespie
      3 Jim Fall
      3 Jim Abrahams|David Zucker|Jerry Zucker
      3 Jessy Terrero
      3 Jessie Nelson
      3 Jesse Dylan
      3 Jerry Zucker
      3 Jerry Lewis
      3 Jennifer Chambers Lynch
      3 Jen Soska|Sylvia Soska
      3 Jeffrey Hornaday
      3 Jeff Wadlow
      3 Jeff Pollack
      3 Jeff Nichols
      3 Jeff King
      3 Jeff Burr
      3 Jean-Pierre Jeunet
      3 Jason Connery
      3 Jamie Uys
      3 James Ponsoldt
      3 James Isaac
      3 James Gunn
      3 James Cox
      3 Jack Smight
      3 Jack Perez
      3 Jack Clayton
      3 J.T. Petty
      3 J.S. Cardone
      3 J.C. Chandor
      3 J.C. Calciano
      3 J.B. Rogers
      3 Ira Sachs
      3 Ian Fitzgibbon
      3 Hugh Hudson
      3 Henry Joost|Ariel Schulman
      3 Henry Hathaway
      3 Guy Ferland
      3 Gurinder Chadha
      3 Gregory Jacobs
      3 Greg McLean
      3 Graham Baker
      3 Godfrey Reggio
      3 Glenn Ficarra|John Requa
      3 Giuseppe Tornatore
      3 Gina Prince-Bythewood
      3 Gillian Armstrong
      3 Gilles Paquet-Brenner
      3 Gil Kenan
      3 George Armitage
      3 Gene Wilder
      3 Gene Saks
      3 Gavin O'Connor
      3 Gary Trousdale|Kirk Wise
      3 Gary Sherman
      3 Gary Rydstrom
      3 Gary Ross
      3 Gary Nelson
      3 Gary Hustwit
      3 Frederik Du Chau
      3 Freddie Francis
      3 Fred Zinnemann
      3 Fred Wolf
      3 Fred Dekker
      3 Fraser Clarke Heston
      3 FranÃ§ois Girard
      3 Frank Pierson
      3 Frank Marshall
      3 Francis Veber
      3 Francine McDougall
      3 Franc Roddam
      3 Forest Whitaker
      3 Fernando Meirelles
      3 Ethan Spaulding
      3 Eric Bross
      3 Emilio Estevez
      3 Elliot Silverstein
      3 Elizabeth Allen Rosenbaum
      3 Eduardo RodrÃ­guez
      3 E. Elias Merhige
      3 Drake Doremus
      3 Douglas Aarniokoski
      3 Doug Lefler
      3 Don Taylor
      3 Don Hertzfeldt
      3 Don Chaffey
      3 Don Bluth
      3 Derick Martini
      3 Dennie Gordon
      3 Denis Villeneuve
      3 David Soren
      3 David Slade
      3 David Seltzer
      3 David S. Goyer
      3 David Jacobson
      3 David Hugh Jones
      3 David Hare
      3 David Gelb
      3 David Dhawan
      3 David Bowers
      3 Dave Payne
      3 Darrell James Roodt
      3 Danny Leiner
      3 Danny Cannon
      3 Daniel Petrie
      3 Damian Lee
      3 Craig Brewer
      3 Courtney Solomon
      3 Colin Higgins
      3 Clive Barker
      3 Claudio FÃ¤h
      3 Clare Kilner
      3 Christopher McQuarrie
      3 Christopher B. Landon
      3 Christian Alvart
      3 Chris Weitz
      3 Ching Siu-Tung
      3 Charles T. Kanganis
      3 Charles Sturridge
      3 Charles Stone III
      3 Charles BinamÃ©
      3 Catherine Cyran
      3 Carl Franklin
      3 Burr Steers
      3 Buddy Van Horn
      3 Bryan Spicer
      3 Bruno Barreto
      3 Bruce McDonald
      3 Brett Simmons
      3 Breck Eisner
      3 Brandon Vietti
      3 Brad Peyton
      3 Bob Fosse
      3 Blair Treu
      3 Billy Ray
      3 Billy Bob Thornton
      3 Bharat Nalluri
      3 Bertrand Tavernier
      3 Bennett Miller
      3 Ben Affleck
      3 Barbra Streisand
      3 Asif Kapadia
      3 Anthony Waller
      3 Angus MacLane
      3 Angelina Jolie
      3 Andrew Jarecki
      3 Andrew Erwin|Jon Erwin
      3 Andrew Dominik
      3 Andrei Konchalovsky
      3 Andrea Arnold
      3 Alejandro AmenÃ¡bar
      3 Albert Dupontel
      3 Alan Rudolph
      3 Adam Wingard
      3 Adam Gierasch
      3 Adam Curtis
      3 "Michael Landon, Jr."
      2 Zeke Norton
      2 Zal Batmanglij
      2 Zackary Adler
      2 Zach Lipovsky
      2 Zach Braff
      2 Yuen Woo-Ping
      2 Yann Samuell
      2 Yann Demange
      2 Xavier Dolan
      2 Wych Kaosayananda
      2 Wong Jing
      2 William Shatner
      2 William R. Kowalchuk Jr.
      2 William Peter Blatty
      2 William Monahan
      2 William Girdler
      2 William Eubank
      2 William Castle
      2 Willard Huyck
      2 Will Lovelace|Dylan Southern
      2 Will Canon
      2 Wes Ball
      2 Wayne Blair
      2 Walter Salles
      2 Vondie Curtis-Hall
      2 Volker SchlÃ¶ndorff
      2 Vipul Amrutlal Shah
      2 Vincent Garenq
      2 Vincent Gallo
      2 Vic Sarin
      2 Vic Armstrong
      2 ValÃ©rie Donzelli
      2 Valeri Milev
      2 Vadim Perelman
      2 Vadim Jean
      2 Ulu Grosbard
      2 Ulrich Seidl
      2 Tsui Hark
      2 Troy Duffy
      2 Trevor Nunn
      2 Tony Randel
      2 Tony Maylam
      2 Tony Krantz
      2 Tony Kaye
      2 Tony Craig|Roberts Gannaway
      2 Toni Myers
      2 Tom Shankland
      2 Tom Hanks
      2 Tom Green
      2 Todd Strauss-Schulson
      2 Todd Stephens
      2 Todd Robinson
      2 Todd Louiso
      2 Todd Field
      2 Tod Williams
      2 Toby Wilkins
      2 Timur Bekmambetov
      2 Timo Vuorensola
      2 Tim Robbins
      2 Tim Johnson
      2 Tim Hunter
      2 Tim Fywell
      2 Thunder Levin
      2 Thomas Gilou
      2 Thomas Bezucha
      2 Thaddeus O'Sullivan
      2 Terry Miles
      2 Tate Taylor
      2 Tamara Jenkins
      2 Taika Waititi
      2 Tad Stones
      2 SÃ¶nke Wortmann
      2 Susanna White
      2 Sturla Gunnarsson
      2 Stuart Orme
      2 Stuart Beattie
      2 Steven Sheil
      2 Steven Shainberg
      2 Steven Quale
      2 Steven Lisberger
      2 Steven Knight
      2 Steve Wang
      2 Steve Shill
      2 Steve James
      2 Steve Hoefer
      2 Steve De Jarnatt
      2 Steve Beck
      2 Steve Barker
      2 Steve Antin
      2 Stevan Riley
      2 Stephen Surjik
      2 Stephen Kay
      2 Stephen Gaghan
      2 Stefan Ruzowitzky
      2 Spike Brandt|Tony Cervone
      2 Spike Brandt
      2 Sophie Barthes
      2 Simon J. Smith
      2 Sidney Poitier
      2 Shinichiro Watanabe
      2 Shawn Christensen
      2 Sharon Maguire
      2 Shane Carruth
      2 Shane Black
      2 Shane Acker
      2 Shane Abbess
      2 Shamim Sarif
      2 Shaad Ali
      2 Seth Grossman
      2 Seth Green
      2 Sergio Mimica-Gezzan
